Wall time,Step,Value
1740116314.9631662,2,-186.53041076660156
1740116317.3432,2,-174.72833251953125
1740116336.4855971,3,-170.47874450683594
1740116349.4785433,3,-187.3316650390625
1740116405.4773514,6,-170.5225067138672
1740116448.119647,8,-159.12625122070312
1740116451.469435,8,-156.0308380126953
1740116467.351313,9,-156.26791381835938
1740116476.561106,9,-156.33958435058594
1740116499.595435,10,-148.52667236328125
1740116500.4974167,10,-153.1300048828125
1740116509.6061857,11,-148.09124755859375
1740116616.3951547,16,-136.68666076660156
1740116662.808713,19,-134.6058349609375
1740116694.590614,21,-136.7637481689453
1740116698.5184157,21,-124.2300033569336
1740116733.2341034,23,-131.73875427246094
1740116745.0954425,24,-132.1354217529297
1740116788.8386636,26,-130.79583740234375
1740116798.3851438,27,-127.84083557128906
1740116845.5073204,30,-116.28916931152344
1740116853.9204779,30,-117.72666931152344
1740116861.5373294,31,-126.82041931152344
1740116880.4376402,32,-132.90042114257812
1740116979.5749316,38,-128.2899932861328
1740117012.4039917,40,-122.18000030517578
1740117052.3861334,43,-122.649169921875
1740117081.5300937,45,-123.97750091552734
1740117139.2911947,49,-125.15625
1740117193.2777805,52,-119.1500015258789
1740117234.0309732,55,-118.12291717529297
1740117235.2602837,55,-128.7937469482422
1740117246.6615818,56,-121.83958435058594
1740117248.7656443,56,-156.23707580566406
1740117280.67668,58,-117.76583099365234
1740117288.312841,59,-114.18291473388672
1740117320.310717,61,-107.34416961669922
1740117339.1426945,62,-118.18499755859375
1740117380.9835792,65,-121.63166809082031
1740117404.0198066,67,-113.79000091552734
1740117424.9147875,68,-111.56749725341797
1740117500.0889313,73,-118.86499786376953
1740117535.2367501,76,-113.06375122070312
1740117536.4995236,76,-108.87458038330078
1740117612.9988055,81,-117.2699966430664
1740117639.5867252,83,-114.02708435058594
1740117668.649155,85,-105.11499786376953
1740117688.412559,86,-123.51708221435547
1740117754.6063735,91,-110.99083709716797
1740117798.098837,94,-119.3125
1740117860.8122568,98,-106.35958099365234
1740117871.544518,99,-109.31916809082031
1740117892.0191462,100,-108.75250244140625
1740117917.4970047,102,-113.18499755859375
1740117948.791268,104,-112.4000015258789
1740118007.344412,108,-103.78583526611328
1740118039.5174532,110,-109.12750244140625
1740118052.1072705,111,-104.04000091552734
1740118052.9331036,111,-113.22833251953125
1740118060.0511637,112,-117.07749938964844
1740118076.3806982,113,-107.94499969482422
1740118076.811257,113,-105.06458282470703
1740118088.0933504,114,-106.2125015258789
1740118090.4302585,114,-113.64875030517578
1740118109.1050978,115,-112.8237533569336
1740118221.6546695,123,-104.16374969482422
1740118261.6450932,126,-112.34249877929688
1740118424.156877,137,-111.05750274658203
1740118476.668097,141,-101.41000366210938
1740118477.9260442,141,-106.71875
1740118563.1315718,147,-101.64250183105469
1740118609.4121737,150,-111.11250305175781
1740118621.85318,151,-111.23625183105469
