Wall time,Step,Value
1741859577.8349838,2,-246.149169921875
1741859670.0785384,6,-205.83457946777344
1741859711.6407313,7,-241.58541870117188
1741859882.2498806,15,-181.28125
1741859925.071598,17,-187.22250366210938
1741859957.198052,19,-192.84832763671875
1741859960.6471527,19,-194.33416748046875
1741859989.622046,20,-186.70166015625
1741860000.6892307,21,-177.82708740234375
1741860044.921966,23,-216.94667053222656
1741860106.9042742,26,-215.94082641601562
1741860231.8112712,31,-209.85333251953125
1741860417.8298762,40,-207.038330078125
1741860446.7036994,41,-221.91458129882812
1741860450.42908,41,-214.33082580566406
1741860479.576768,42,-174.44749450683594
1741860656.7626803,51,-173.2637481689453
1741860658.23727,51,-171.39541625976562
1741860751.4480443,55,-170.71083068847656
1741860949.539619,60,-193.3300018310547
1741861119.6152277,67,-213.31333923339844
1741861171.6570325,69,-191.81500244140625
1741861242.982539,72,-171.13624572753906
1741861243.5197048,72,-236.44332885742188
1741861370.857744,77,-210.913330078125
1741861621.568221,84,-177.68499755859375
1741861759.750752,88,-240.48416137695312
1741861768.244445,88,-152.88833618164062
1741861805.389611,89,-178.00125122070312
1741862031.3158152,96,-240.06124877929688
1741862033.5230103,96,-192.5537567138672
1741862072.5635605,97,-149.75125122070312
1741862168.189957,100,-185.45875549316406
1741862272.609062,103,-161.31707763671875
1741862525.282208,110,-158.44833374023438
1741862589.3388038,112,-173.41375732421875
1741862647.7691329,114,-151.2133331298828
1741862657.1254082,114,-172.8887481689453
1741862987.1020813,124,-141.52833557128906
1741863105.462262,127,-148.2816619873047
1741863250.653523,130,-173.72291564941406
1741863501.4753354,137,-197.29833984375
1741863634.3094969,141,-143.15249633789062
1741863682.9992452,142,-149.70291137695312
1741863831.3790562,146,-211.13833618164062
1741864185.6223617,158,-174.73333740234375
1741864196.923488,159,-142.05917358398438
1741864306.1205769,162,-168.49041748046875
1741864377.0012774,165,-141.51666259765625
1741864515.9452062,170,-201.82249450683594
1741864730.0742836,178,-191.29417419433594
1741864731.6595123,178,-143.21542358398438
1741864963.0181239,186,-194.9491729736328
1741864996.9731233,187,-139.3804168701172
1741865161.1812484,193,-159.40541076660156
1741865244.3483038,195,-141.36666870117188
1741865271.1357782,196,-138.3625030517578
1741865463.3211536,202,-140.9808349609375
1741865468.6855443,202,-171.05792236328125
1741865733.2502103,209,-142.0195770263672
1741865768.730392,210,-138.5504150390625
1741865987.4283338,216,-138.46542358398438
1741866133.5902624,220,-160.90415954589844
1741866183.240763,221,-143.24790954589844
1741866291.9676178,224,-169.58250427246094
1741866752.673218,236,-161.6941680908203
1741866823.8383982,238,-178.89833068847656
1741866846.9975393,238,-129.92041015625
1741866900.5310524,240,-166.5116729736328
1741867024.8100529,243,-161.29916381835938
1741867098.4734166,245,-158.6879119873047
1741867133.8995569,246,-194.15292358398438
1741867186.8616412,247,-135.08541870117188
1741867521.9629655,256,-159.18292236328125
1741867553.6116338,256,-186.55416870117188
1741867628.3014147,258,-136.0833282470703
1741867677.8437905,260,-141.03375244140625
1741867822.976906,263,-128.6004180908203
1741867825.7315273,263,-131.2554168701172
1741867960.3029,266,-130.43540954589844
1741868042.6248736,269,-129.63916015625
1741868443.570393,279,-135.1991729736328
1741868555.9895895,281,-189.21665954589844
1741868574.6815972,282,-134.52041625976562
1741868947.2623804,291,-139.35791015625
1741868959.775356,291,-189.180419921875
1741869094.4884853,294,-162.42666625976562
1741869363.9483573,301,-158.28416442871094
1741869432.7010553,303,-158.524169921875
1741869455.3144403,303,-138.56166076660156
1741869673.9740906,309,-187.1579132080078
1741869739.4837577,311,-133.76666259765625
1741869813.5016205,312,-161.82916259765625
1741870175.2757666,322,-134.99916076660156
1741870356.0734367,327,-135.39666748046875
1741870586.8227074,333,-132.41542053222656
1741870732.4885826,337,-212.5641632080078
1741871093.1144187,346,-133.71749877929688
1741871225.1752253,349,-129.29916381835938
1741871256.2286713,350,-159.66542053222656
1741871389.1262007,354,-184.78541564941406
1741871407.689375,354,-165.51791381835938
1741871541.9284637,357,-221.96542358398438
1741871553.5784624,358,-130.22666931152344
1741872168.4283066,373,-154.5954132080078
1741872607.82865,384,-127.53791809082031
1741872639.0461135,385,-157.83416748046875
1741872886.1367617,391,-137.10292053222656
1741872962.0155375,393,-182.86416625976562
1741873014.7365637,394,-160.18666076660156
1741873199.74473,399,-134.20042419433594
1741873239.2355917,400,-157.46417236328125
1741873247.6446762,400,-137.04666137695312
1741873371.1594555,403,-129.15292358398438
1741873375.8898332,403,-162.68417358398438
1741873420.3338351,404,-133.7616729736328
1741873508.7856216,406,-160.41542053222656
1741873569.4990976,408,-183.5641632080078
1741873593.43824,409,-160.99041748046875
1741873732.4306185,412,-128.54583740234375
1741873734.0056984,412,-127.1754150390625
1741873777.1845706,413,-128.22166442871094
1741873934.2821603,417,-185.805419921875
1741873970.9452467,418,-184.73167419433594
1741874046.5807443,420,-183.2291717529297
1741874096.6227582,421,-156.24417114257812
1741874464.8082714,430,-189.52166748046875
1741874725.7574716,437,-184.78041076660156
1741874793.5096235,438,-183.8941650390625
1741874812.3943894,439,-219.57167053222656
1741875342.699157,452,-127.78166961669922
1741875347.894433,452,-154.95416259765625
1741875374.7824874,453,-133.3754119873047
1741875433.405437,455,-127.96416473388672
1741875491.7675304,456,-184.48291015625
1741875538.5725255,457,-165.96041870117188
1741875606.3529046,459,-133.4754180908203
1741875706.7324657,461,-128.26416015625
1741875711.6435835,461,-127.76667022705078
1741875725.8775833,462,-155.92916870117188
1741876039.2904065,469,-189.46791076660156
1741876125.9719954,471,-156.2554168701172
1741876126.9952068,471,-160.5016632080078
1741876151.4025564,472,-154.57916259765625
1741876351.8366692,477,-133.19166564941406
1741876438.152815,479,-137.82041931152344
1741876558.8526645,482,-128.51666259765625
1741876793.7050705,488,-159.81666564941406
1741876874.2997713,490,-160.62290954589844
1741877171.0473948,497,-136.9379119873047
1741877192.9838443,498,-132.2254180908203
1741877236.3024487,499,-161.43458557128906
1741877506.4701943,506,-164.2445831298828
1741877808.8611615,514,-244.09291076660156
1741877809.3804243,514,-158.65541076660156
1741878019.016258,520,-183.83541870117188
1741878223.8464754,526,-189.31166076660156
1741878282.4157805,528,-184.74790954589844
1741878299.869376,528,-132.46791076660156
1741878408.4551597,531,-135.32167053222656
1741878462.70213,533,-156.05792236328125
1741878767.090123,542,-127.5929183959961
1741878823.2195516,544,-159.9391632080078
1741879053.6239636,551,-154.00416564941406
1741879064.7436543,551,-129.7012481689453
1741879097.363355,552,-129.07041931152344
1741879213.171824,555,-128.76416015625
1741879244.4585764,556,-160.87167358398438
1741879351.7516828,559,-132.4441680908203
1741879428.3411577,562,-127.25541687011719
1741879546.3452938,565,-156.45916748046875
1741879649.525358,568,-157.18540954589844
1741879666.662718,569,-218.33291625976562
1741879758.009067,571,-212.6441650390625
1741879849.2750115,574,-155.3241729736328
1741879942.490631,576,-126.98041534423828
1741880028.3996153,579,-128.57542419433594
1741880093.7590752,580,-128.1879119873047
1741880100.9526458,580,-155.52166748046875
1741880531.9415884,592,-199.3004150390625
1741880563.016984,592,-164.2291717529297
1741880845.2463982,600,-132.01292419433594
1741880877.9491262,601,-158.10791015625
1741880936.2708182,602,-161.09666442871094
1741881054.8476193,605,-126.8004150390625
1741881204.2026875,609,-134.89332580566406
1741881285.9591095,611,-172.32666015625
1741881352.8842037,613,-162.57791137695312
1741881424.2866144,615,-185.9066619873047
1741881510.7755277,617,-192.81333923339844
1741881514.7840967,617,-221.01416015625
1741881600.0056531,619,-167.48416137695312
1741881696.4998488,622,-220.899169921875
1741881825.884607,625,-199.0366668701172
1741881844.3996274,626,-221.58917236328125
1741882055.129844,631,-162.57666015625
1741882065.840206,632,-191.56666564941406
1741882075.1289124,632,-162.71417236328125
1741882083.8714333,632,-196.6545867919922
1741882115.6077437,633,-162.02291870117188
1741882148.9797475,634,-228.96665954589844
1741882178.418651,634,-199.242919921875
1741882250.8505373,636,-164.61041259765625
1741882462.2551036,642,-138.0991668701172
1741882578.6242456,645,-161.55291748046875
1741882623.1203377,646,-133.67166137695312
1741883125.386458,658,-166.96665954589844
1741883139.2724516,659,-139.32041931152344
1741883151.524392,659,-189.03041076660156
1741883216.7304347,661,-166.26541137695312
1741883409.8490727,666,-133.57916259765625
1741883462.711252,667,-133.21665954589844
1741883537.0258145,669,-133.0816650390625
1741883587.0218015,670,-133.71292114257812
1741883999.7041695,680,-190.5416717529297
1741884038.4144788,681,-145.0504150390625
1741884132.9852276,683,-162.19667053222656
1741884183.6701696,684,-133.4129180908203
1741884417.8453803,690,-167.23916625976562
1741884616.103995,695,-162.25917053222656
1741884800.8190165,699,-160.86917114257812
1741884890.4643986,701,-136.95416259765625
1741885268.7200673,711,-141.50791931152344
1741885279.509855,711,-142.22792053222656
1741885458.0241168,716,-164.73916625976562
1741885536.8718495,718,-133.44749450683594
1741885627.0021188,720,-161.81666564941406
1741885842.869921,725,-159.48541259765625
1741886120.2513402,732,-160.88916015625
1741886238.2602704,735,-133.3491668701172
1741886270.0757244,736,-132.89041137695312
1741886333.244535,737,-137.15415954589844
1741886523.1261718,742,-132.65167236328125
1741886671.3311074,746,-159.97166442871094
1741886764.4206667,748,-184.67041015625
1741886766.5379033,748,-162.4324951171875
1741886798.0826428,749,-170.13417053222656
1741886859.8169792,750,-187.5004119873047
1741887020.5028725,755,-137.03541564941406
1741887154.7006454,758,-133.12167358398438
1741887169.1780293,758,-162.0816650390625
1741887223.825939,760,-143.06040954589844
1741887351.993551,763,-162.65916442871094
1741887769.9663942,773,-161.59791564941406
1741888068.305209,778,-189.49790954589844
1741888086.156991,779,-166.36541748046875
1741888288.5617375,782,-142.04541015625
1741889015.6977255,796,-162.25582885742188
1741889082.7470174,798,-132.45791625976562
1741889097.3585844,798,-158.77499389648438
1741889173.285726,800,-135.24708557128906
1741889190.7872157,800,-158.3754119873047
1741889192.6990776,800,-158.87583923339844
1741889242.4708397,801,-192.36207580566406
1741889403.3225565,804,-133.9429168701172
1741889465.6601014,806,-161.11917114257812
1741889577.4459758,808,-191.4045867919922
1741889581.136816,808,-162.51625061035156
1741889617.1121974,809,-186.0054168701172
1741889656.2041147,810,-156.83291625976562
1741890075.988697,818,-218.25917053222656
1741890218.216976,821,-191.79791259765625
1741890535.338439,827,-216.02915954589844
1741890577.4880462,828,-159.1054229736328
1741890715.1893973,830,-186.14791870117188
1741890828.2688258,833,-162.87416076660156
1741891380.2574167,844,-185.42916870117188
1741891400.158165,844,-187.45582580566406
1741891479.7173748,845,-212.29042053222656
1741892256.3984458,860,-183.02041625976562
1741892530.26963,865,-211.71665954589844
1741892564.81729,866,-183.60667419433594
1741892586.9947886,867,-158.6475067138672
1741892607.1116612,867,-155.22792053222656
1741892645.4236934,868,-158.78541564941406
1741892772.831199,870,-165.0379180908203
1741892828.980538,871,-212.82083129882812
1741892859.0326824,872,-212.0729217529297
1741892964.9150302,874,-158.00791931152344
1741893069.592737,875,-163.66917419433594
1741893100.0587986,876,-137.36166381835938
1741893376.0261335,881,-162.82542419433594
1741894034.2823098,894,-185.43540954589844
1741894101.1111841,895,-165.65167236328125
1741894231.2905164,897,-187.4704132080078
1741894732.3171492,906,-131.62416076660156
1741894780.678589,907,-155.42166137695312
1741894870.7911286,909,-131.40292358398438
1741894891.5684152,909,-159.0366668701172
1741894951.3252132,911,-156.96417236328125
1741895289.3439465,917,-127.37166595458984
1741895451.865111,920,-131.5641632080078
1741895601.9168031,923,-156.39041137695312
1741895714.803494,925,-132.81166076660156
1741895804.718983,927,-127.04666900634766
1741896339.7193804,936,-126.71416473388672
1741896462.907673,939,-131.13792419433594
1741896503.4324799,940,-155.9754180908203
1741896766.4869738,945,-132.39791870117188
1741896807.6104507,946,-185.02041625976562
1741896936.5082045,949,-185.71542358398438
1741897061.176731,951,-158.98416137695312
1741897255.1115205,955,-161.04916381835938
1741897282.247346,956,-160.90541076660156
1741897395.2159998,958,-156.13916015625
1741897407.9955091,959,-137.1754150390625
1741897695.776279,965,-156.00917053222656
1741897910.0289385,969,-130.76666259765625
1741897915.2524886,969,-133.6062469482422
1741897919.720987,969,-156.28916931152344
1741897924.6790197,969,-157.02915954589844
1741898013.6052766,971,-126.86416625976562
1741898042.3238146,972,-127.54166412353516
1741898209.3830645,976,-127.75291442871094
1741898271.5774806,978,-133.21665954589844
1741898496.428689,985,-185.75291442871094
1741898554.2958062,987,-186.0833282470703
1741898622.5459769,990,-185.15042114257812
1741898642.4077294,990,-154.89166259765625
1741898750.882942,994,-162.67041015625
1741898805.1615412,996,-184.6879119873047
1741898926.6500342,1000,-160.48416137695312
1741898930.0443027,1000,-188.41542053222656
1741899014.2468646,1003,-155.7304229736328
1741899041.1897297,1004,-190.211669921875
1741899328.7812607,1013,-187.82167053222656
1741899416.4384732,1016,-136.37290954589844
1741899422.890589,1016,-161.7554168701172
1741899469.9562938,1018,-191.8945770263672
1741899562.7364962,1021,-213.3316650390625
1741899578.386273,1021,-183.89791870117188
1741899670.986682,1025,-155.41041564941406
1741899820.27384,1030,-211.63792419433594
1741899822.7017164,1030,-211.6666717529297
1741899911.9007084,1033,-191.8754119873047
1741900047.7544217,1037,-215.58541870117188
1741900315.8319745,1046,-132.1129150390625
1741900391.9446993,1049,-133.47166442871094
1741900451.436029,1051,-165.4691619873047
1741900492.576646,1052,-154.41583251953125
1741900534.9848993,1054,-159.82167053222656
1741900546.7161248,1054,-137.26541137695312
1741900553.9228692,1054,-212.04417419433594
1741900810.4056208,1063,-138.1991729736328
1741900836.04578,1064,-189.17958068847656
1741900897.7838295,1066,-213.19667053222656
1741901001.6319642,1069,-211.58917236328125
1741901018.6987956,1070,-156.81666564941406
1741901275.556257,1078,-136.55166625976562
1741901278.1031404,1078,-126.6441650390625
1741901291.0498984,1079,-132.86166381835938
1741901335.505984,1080,-126.47416687011719
1741901424.9437513,1083,-163.67916870117188
1741901799.019846,1096,-155.5379180908203
1741901833.4683177,1097,-133.61917114257812
1741901917.9049482,1100,-131.38417053222656
1741902042.5943146,1104,-162.2554168701172
1741902273.201335,1111,-195.2829132080078
1741902316.5743275,1113,-160.43167114257812
1741902464.9078424,1118,-212.47666931152344
1741902478.0266852,1118,-216.54042053222656
1741902644.666436,1124,-154.38792419433594
1741902723.3387012,1127,-155.44041442871094
1741902820.314112,1130,-154.7866668701172
1741902923.5742784,1133,-183.79541015625
1741902968.5961914,1135,-163.21292114257812
1741903046.4035013,1137,-157.5712432861328
1741903146.7832823,1141,-182.69166564941406
1741903262.5489848,1145,-184.930419921875
1741903326.062251,1147,-155.8854217529297
1741903476.7616696,1152,-154.6254119873047
1741903560.0880737,1155,-184.4754180908203
1741903661.25824,1158,-158.42291259765625
1741903840.8053596,1164,-189.4429168701172
1741903864.8830638,1165,-184.54042053222656
1741904021.0079222,1170,-188.37042236328125
1741904043.6120121,1171,-188.30667114257812
1741904076.8046515,1172,-184.69041442871094
1741904250.631399,1178,-160.9754180908203
1741904374.635481,1182,-161.40415954589844
1741904621.2014735,1190,-214.4429168701172
1741904703.7016213,1193,-164.15916442871094
1741904719.8270326,1194,-158.52542114257812
1741904738.7979467,1194,-216.55291748046875
1741904949.0651515,1201,-221.3229217529297
1741905358.6843817,1215,-159.86917114257812
1741905370.7272055,1216,-249.36582946777344
1741905418.5486968,1217,-183.00291442871094
1741905445.141302,1218,-155.69749450683594
1741905530.5888696,1221,-162.9491729736328
1741905828.933259,1230,-168.01666259765625
1741905839.157704,1231,-165.09584045410156
1741905977.3707232,1235,-156.04541015625
1741905990.446959,1236,-217.75083923339844
1741906113.4697108,1240,-165.05125427246094
1741906151.7679405,1241,-142.19708251953125
1741906210.55281,1243,-164.41082763671875
1741906489.3412447,1252,-154.68333435058594
1741906548.3306756,1254,-154.35208129882812
1741906585.7157784,1255,-155.7383270263672
1741906718.4624918,1260,-164.84957885742188
1741906756.7649128,1261,-187.96958923339844
1741906975.814223,1268,-131.9570770263672
1741907038.1637807,1270,-127.37458038330078
1741907053.208548,1271,-136.7133331298828
1741907112.3806434,1273,-187.83291625976562
1741907215.6535797,1276,-161.09458923339844
1741907241.7821624,1277,-165.7070770263672
1741907254.8493283,1278,-157.20333862304688
1741907269.2299628,1278,-158.7495880126953
1741907283.9188547,1279,-166.85958862304688
1741907412.774269,1283,-131.18124389648438
1741907413.7081444,1283,-156.5433349609375
1741907465.9918077,1285,-155.9495849609375
1741907467.2974133,1285,-127.4070816040039
1741907542.598465,1287,-161.07958984375
1741907625.7231147,1290,-164.26083374023438
1741907703.9740248,1293,-127.52208709716797
1741907770.336387,1295,-137.5820770263672
1741907857.6312754,1298,-156.88333129882812
1741907926.6782446,1300,-132.7083282470703
1741908169.6296263,1308,-156.78707885742188
1741908194.3729327,1309,-187.11708068847656
1741908223.9646397,1310,-133.59957885742188
1741908234.311286,1310,-128.09584045410156
1741908370.651343,1315,-128.0208282470703
1741908731.1807818,1326,-161.28958129882812
1741908869.132833,1331,-133.4308319091797
1741909018.4378102,1336,-131.78582763671875
1741909026.3684814,1336,-131.62208557128906
1741909069.7247436,1338,-137.7933349609375
1741909252.141314,1344,-127.14708709716797
1741909334.5064392,1346,-157.14332580566406
1741909395.6822853,1348,-184.22457885742188
1741909505.7849731,1352,-184.75332641601562
1741909531.3575878,1353,-128.80833435058594
1741909603.2396939,1355,-216.30125427246094
1741909627.3387456,1356,-184.20333862304688
1741909685.5103908,1358,-137.06832885742188
1741909743.1159613,1360,-156.37832641601562
1741909746.1497686,1360,-128.51583862304688
1741909892.8273282,1365,-190.91583251953125
1741910060.378281,1370,-133.11207580566406
1741910253.404272,1377,-191.12875366210938
1741910368.2176185,1380,-160.86708068847656
1741910406.8246098,1382,-156.03208923339844
1741910692.578233,1391,-189.4570770263672
1741910725.68361,1392,-161.2183380126953
1741910766.9007926,1394,-132.32083129882812
1741910772.914746,1394,-132.50083923339844
1741910790.8446045,1394,-132.80458068847656
1741910808.4647639,1395,-133.43959045410156
1741911017.8543334,1402,-155.57958984375
1741911107.9884098,1405,-136.92083740234375
1741911300.3569775,1411,-131.69207763671875
1741911329.3314238,1412,-139.7933349609375
1741911331.0891166,1412,-129.41207885742188
1741911363.1379464,1413,-132.25457763671875
1741911396.927549,1414,-127.65958404541016
1741911514.506005,1418,-131.06582641601562
1741911521.7678945,1418,-160.89625549316406
1741911597.148061,1421,-188.96958923339844
1741911608.6964707,1421,-164.51333618164062
1741911628.967551,1422,-190.35125732421875
1741911823.6414564,1428,-185.04417419433594
1741911835.674826,1429,-175.19708251953125
1741911884.26317,1430,-169.47958374023438
1741912021.8109674,1435,-210.60958862304688
1741912077.7093055,1437,-226.37625122070312
1741912092.4399302,1437,-183.6133270263672
1741912303.1084082,1444,-215.63958740234375
1741912692.5259879,1457,-183.90333557128906
1741912710.9596746,1458,-221.9495849609375
1741912748.515213,1459,-240.79458618164062
1741912859.9485958,1463,-184.007080078125
1741912887.1476104,1464,-184.5208282470703
1741912956.37751,1466,-241.5941619873047
1741913200.906853,1474,-127.91708374023438
1741913280.5750804,1477,-188.76832580566406
1741913419.7473276,1482,-184.65333557128906
1741913522.6530726,1485,-160.30332946777344
1741913616.3386703,1488,-184.61582946777344
1741913660.8285754,1490,-157.8333282470703
1741913726.0465012,1492,-136.23583984375
1741913825.3442042,1495,-140.41000366210938
1741913842.9136252,1496,-136.7758331298828
1741913862.7347999,1497,-156.99583435058594
1741913901.9097435,1498,-159.18167114257812
1741913974.67008,1500,-128.8141632080078
1741914072.0626457,1504,-142.73875427246094
1741914085.4153867,1504,-126.70083618164062
1741914103.4563684,1505,-127.18333435058594
1741914161.0552094,1507,-127.27333068847656
1741914192.1194956,1508,-136.74082946777344
1741914323.1598525,1512,-155.67958068847656
1741914707.5363724,1525,-127.57707977294922
1741914713.1517532,1525,-214.88833618164062
1741914749.0952277,1526,-131.74208068847656
1741914822.5463626,1529,-183.632080078125
1741915013.7376745,1535,-127.42333221435547
1741915041.9860454,1536,-131.77708435058594
1741915151.4564776,1540,-145.03334045410156
1741915230.1494021,1542,-157.66458129882812
1741915383.4463773,1547,-136.4570770263672
1741915653.5537455,1556,-128.6758270263672
1741915727.6135616,1559,-188.84291076660156
1741915948.800402,1566,-157.83541870117188
1741915993.2560625,1568,-157.14625549316406
1741916000.1874924,1568,-127.55708312988281
1741916189.4245203,1574,-156.96958923339844
1741916200.8356187,1575,-127.56124877929688
1741916264.6089652,1577,-184.17958068847656
1741916303.3924677,1578,-134.43292236328125
1741916334.1666157,1579,-127.11833190917969
1741916438.6760588,1583,-155.93959045410156
1741916541.8852444,1586,-132.08082580566406
1741916862.3324323,1597,-155.9995880126953
1741916962.4450107,1600,-128.4270782470703
1741917125.1058161,1606,-187.67208862304688
1741917133.7036405,1606,-127.29833221435547
1741917135.1036901,1606,-160.07958984375
1741917180.4695292,1608,-126.94833374023438
1741917181.6915824,1608,-156.45750427246094
1741917358.9540164,1614,-127.09791564941406
1741917370.0220108,1614,-132.2933349609375
1741917670.4910314,1624,-136.1133270263672
1741917699.994281,1625,-155.81582641601562
1741917870.235982,1631,-157.82249450683594
1741917916.2722378,1632,-132.34707641601562
1741918043.5266187,1637,-186.632080078125
1741918255.796464,1644,-127.11833190917969
1741918492.9563286,1652,-126.67958068847656
1741918569.364015,1654,-155.50582885742188
1741918696.7349606,1659,-133.87832641601562
1741918748.3976197,1660,-159.45166015625
1741918832.5527847,1663,-157.4045867919922
1741918895.478692,1665,-137.35208129882812
1741918965.9549308,1668,-131.52333068847656
1741918989.8935783,1668,-126.39458465576172
1741919008.044178,1669,-161.23208618164062
1741919042.059071,1670,-156.8558349609375
1741919234.1178417,1677,-126.63957977294922
1741919275.5306604,1678,-131.28707885742188
1741919284.607933,1678,-184.1545867919922
1741919450.1624854,1684,-194.20208740234375
1741919568.498361,1688,-156.03208923339844
1741919600.3936,1689,-161.29833984375
1741919874.6913323,1698,-126.65958404541016
1741919908.8326273,1699,-154.87583923339844
1741919942.802887,1700,-154.30332946777344
1741920001.8344831,1702,-161.29957580566406
1741920091.3159084,1705,-164.92083740234375
1741920167.0724561,1708,-131.29583740234375
1741920193.9005115,1709,-159.91082763671875
1741920232.3253615,1710,-132.12709045410156
1741920287.7376769,1712,-140.19207763671875
1741920364.9762847,1715,-132.63458251953125
1741920400.9452846,1716,-130.9895782470703
1741920494.5563755,1719,-126.93333435058594
1741920529.640161,1720,-128.8733367919922
1741920554.2028654,1721,-137.94874572753906
1741920822.498651,1730,-132.11207580566406
1741921045.0510652,1737,-156.6545867919922
1741921098.4090805,1739,-187.9570770263672
1741921099.2841892,1739,-155.79708862304688
1741921236.240395,1744,-127.1995849609375
1741921571.6055148,1755,-212.49667358398438
1741921582.077572,1755,-128.6233367919922
1741921662.8729827,1758,-154.46041870117188
1741921716.014021,1760,-160.62290954589844
1741921744.955317,1761,-155.11917114257812
1741921782.70236,1762,-127.29041290283203
1741921818.6578865,1763,-183.5504150390625
1741921862.9368424,1765,-191.85292053222656
1741921900.5699725,1766,-159.6366729736328
1741921951.6025147,1768,-155.45916748046875
1741921996.4343805,1769,-160.8554229736328
1741922024.580499,1770,-219.7304229736328
1741922033.201017,1771,-132.02542114257812
1741922355.924424,1778,-126.2004165649414
1741922374.134157,1778,-156.2066650390625
1741922739.2725232,1784,-155.36166381835938
1741922939.4820879,1787,-157.54042053222656
1741922974.9909678,1788,-160.3804168701172
1741923029.5773249,1789,-193.90916442871094
1741923116.569837,1790,-189.13333129882812
1741923316.961667,1794,-126.94999694824219
1741923345.250378,1794,-127.32166290283203
1741923401.6676214,1795,-154.9741668701172
1741923439.11792,1796,-127.38166809082031
1741923448.247751,1796,-136.82791137695312
1741923642.885312,1799,-131.18540954589844
1741923899.0527368,1803,-126.19291687011719
1741923954.8492668,1804,-126.67791748046875
1741924386.9815252,1811,-127.33291625976562
1741924722.4727185,1817,-188.75791931152344
1741924780.7440052,1818,-154.55291748046875
1741925152.9037964,1824,-155.4079132080078
1741925260.290935,1826,-141.06500244140625
1741925273.1348343,1826,-156.58291625976562
1741925334.321341,1827,-136.6041717529297
1741925347.0293868,1827,-154.94166564941406
1741925366.35857,1828,-137.44166564941406
1741925378.1939328,1828,-132.1004180908203
1741925419.347737,1829,-185.25791931152344
1741925550.256817,1831,-161.39541625976562
1741925847.2926624,1836,-161.17666625976562
1741925934.3754573,1839,-190.26292419433594
1741925981.287765,1841,-126.2691650390625
1741926015.7137978,1842,-167.87167358398438
1741926021.7778182,1842,-126.83041381835938
1741926229.831343,1849,-131.46665954589844
1741926258.1913664,1850,-165.1629180908203
1741926319.0447078,1852,-128.89999389648438
1741926406.555131,1855,-157.086669921875
1741926456.7923505,1857,-126.34541320800781
1741926508.8743627,1859,-127.52249908447266
1741926671.6834934,1864,-155.555419921875
1741926999.0305552,1875,-213.06166076660156
1741927037.6283345,1877,-125.9941635131836
1741927128.3796823,1880,-132.45166015625
1741927343.1886268,1887,-133.28334045410156
1741927411.907621,1889,-127.20541381835938
1741927740.1103601,1900,-126.31416320800781
1741927740.5605066,1900,-155.11917114257812
1741927769.4257927,1901,-136.02667236328125
1741927870.950709,1905,-131.2691650390625
1741928027.6057956,1910,-183.85667419433594
1741928146.952518,1914,-130.2291717529297
1741928210.6386395,1916,-161.711669921875
1741928229.1595268,1917,-130.7916717529297
1741928324.170592,1920,-156.19041442871094
1741928407.0933924,1923,-130.9166717529297
1741928423.065291,1923,-125.86166381835938
1741928435.4455333,1924,-130.5504150390625
1741928479.874489,1925,-127.9991683959961
1741928707.66363,1933,-155.024169921875
1741928728.8908238,1934,-125.88541412353516
1741928769.9425485,1935,-135.2504119873047
1741928881.3776402,1939,-127.36166381835938
1741928954.8630836,1941,-184.23666381835938
1741929063.4392745,1945,-159.0366668701172
1741929332.6077812,1954,-192.7620849609375
1741929425.5190656,1957,-155.71292114257812
1741929445.807347,1958,-137.944580078125
1741929541.232539,1961,-217.8454132080078
1741929745.6851974,1968,-126.05291748046875
1741929878.3979626,1973,-125.85541534423828
1741929950.9100266,1975,-155.21292114257812
1741930067.0871198,1979,-128.1354217529297
1741930222.1002314,1985,-125.85541534423828
1741930301.109321,1987,-154.09165954589844
1741930476.5777714,1993,-154.10166931152344
1741930612.5798411,1998,-134.82041931152344
1741930638.987787,1999,-132.14291381835938
1741930813.2209942,2005,-154.22166442871094
1741930818.3025343,2005,-155.78541564941406
1741930937.2741494,2009,-159.2879180908203
1741930940.3221035,2009,-154.29791259765625
1741930992.998389,2011,-154.63792419433594
1741931072.9782734,2014,-126.31916809082031
1741931115.554983,2015,-126.01416778564453
1741931275.4625068,2021,-154.10791015625
1741931381.184289,2024,-184.6354217529297
1741931400.5468407,2025,-154.14166259765625
1741931434.8221989,2026,-158.11917114257812
1741931454.9573908,2027,-153.59165954589844
1741931511.2426648,2029,-239.49166870117188
1741931547.726556,2030,-135.20541381835938
1741931553.7089858,2030,-182.9883270263672
1741931564.6039503,2031,-155.2916717529297
1741931614.110025,2032,-192.53416442871094
1741931860.2196987,2040,-126.92666625976562
1741931956.2666302,2044,-125.899169921875
1741932009.6010706,2045,-130.930419921875
1741932119.0066473,2049,-130.86666870117188
1741932134.9471068,2050,-159.7829132080078
1741932357.646611,2057,-126.17292022705078
1741932485.5229359,2062,-126.86042022705078
1741932497.871898,2062,-188.81040954589844
1741932527.8412812,2063,-183.9804229736328
1741932676.43264,2068,-132.91041564941406
1741932759.4623477,2071,-128.55792236328125
1741933009.1573029,2079,-156.5316619873047
