Step,Value
728,-165.1351042
729,-165.3430208
730,-166.0199792
731,-168.2644167
732,-167.06325
733,-164.2787917
734,-163.8383125
735,-163.3722917
736,-167.665125
737,-163.5265417
738,-162.5530417
739,-164.6702292
740,-163.2501875
741,-167.2608333
742,-164.0367083
743,-164.2125833
744,-163.303375
745,-163.6396042
746,-161.8532917
747,-162.43775
748,-161.01675
749,-162.4360625
750,-160.3574583
751,-163.7359583
752,-166.4245625
753,-166.0758958
754,-164.916875
755,-164.6306458
756,-163.5729375
757,-161.0897292
758,-162.0642292
759,-164.3624583
760,-164.8031042
761,-162.898125
762,-163.4967083
763,-163.1149167
764,-164.8081458
765,-167.9584375
766,-164.5849375
767,-164.9074792
768,-164.2625625
769,-166.7364583
770,-167.5927083
771,-164.9297083
772,-165.0254167
773,-162.9336875
774,-166.7789375
775,-163.3882083
776,-164.8426042
777,-164.2084167
778,-165.2692708
779,-162.7297292
780,-163.4735833
781,-161.8629583
782,-159.756375
783,-162.2713125
784,-161.2670833
785,-160.8534792
786,-163.182375
787,-162.3656875
788,-163.2645625
789,-160.7501042
790,-161.1452708
791,-159.853625
792,-162.1666458
793,-163.5559583
794,-163.5481458
795,-164.9960208
796,-166.2113958
797,-169.7245417
798,-165.7702917
799,-165.1561667
800,-166.0627917
801,-165.8336458
802,-164.48025
803,-167.0851667
804,-165.9357292
805,-164.9339375
806,-164.7795625
807,-170.634375
808,-165.0826667
809,-165.3063333
810,-165.8610625
811,-166.2140625
812,-167.6804792
813,-162.3642917
814,-164.1631458
815,-161.8570417
816,-166.8675417
817,-168.8134792
818,-166.2148125
819,-164.0799583
820,-164.8266667
821,-165.300125
822,-165.8414583
823,-166.4438958
824,-165.5515
825,-165.5717917
826,-167.5590625
827,-167.27325
828,-167.5233125
829,-165.1718125
830,-165.176375
831,-163.8528333
832,-164.5626042
833,-164.205625
834,-164.9719375
835,-165.9165208
836,-163.3611042
837,-165.3168542
838,-162.1814583
839,-163.3393958
840,-163.0635208
841,-166.6720833
842,-166.4508542
843,-166.1956042
844,-166.8814583
845,-163.0280833
846,-163.8651667
847,-164.3350208
848,-164.8404583
849,-166.1755625
850,-166.5809375
851,-163.908875
852,-164.3270625
853,-165.151
854,-164.5596042
855,-162.8004167
856,-163.5347083
857,-162.6538125
858,-164.6119375
859,-166.4428125
860,-165.8211458
861,-167.0359167
862,-164.4229583
863,-165.2085833
864,-165.7901458
865,-164.1558542
866,-164.8005417
867,-167.6769583
868,-165.9929375
869,-164.4612292
870,-164.7867708
871,-165.4472083
872,-166.5888333
873,-162.0936875
874,-162.8277917
875,-168.4948333
876,-166.4471667
877,-164.6611875
878,-165.1981458
879,-164.2569583
880,-162.2473542
881,-163.2828542
882,-162.2973958
883,-164.8374167
884,-162.6199375
885,-162.7845625
886,-161.8152292
887,-162.6973542
888,-164.5577708
889,-164.1712292
890,-165.7159792
891,-164.5410208
892,-166.4099583
893,-165.0638958
894,-164.5845625
895,-165.8228333
896,-164.453875
897,-164.0595625
898,-166.8505
899,-162.960375
900,-161.2342083
901,-163.9392292
902,-165.4609167
903,-165.926125
904,-167.9362083
905,-168.0792917
906,-168.3190208
907,-169.1992292
908,-165.5864792
909,-167.1625417
910,-163.6070833
911,-164.9239792
912,-167.090625
913,-168.9173125
914,-167.1956042
915,-164.7315833
916,-166.8484792
917,-168.3695208
918,-167.1960833
919,-165.3364167
920,-164.5187708
921,-168.4163542
922,-164.6360625
923,-166.502125
924,-167.7386458
925,-165.5266458
926,-163.8677292
927,-167.8055417
928,-166.1605417
929,-166.6612083
930,-167.416625
931,-166.1539167
932,-165.3634792
933,-165.8145625
934,-163.0294167
935,-164.01075
936,-166.1170208
937,-164.7905417
938,-162.6244792
939,-163.5549792
940,-165.566375
941,-165.9243333
942,-166.2911458
943,-165.4375417
944,-166.7323958
945,-165.4297292
946,-167.2
947,-165.6940208
948,-164.0374375
949,-166.1979583
950,-166.3070208
951,-163.7104375
952,-163.3335833
953,-164.8204375
954,-164.8597708
955,-165.3448542
956,-161.9341458
957,-163.6498958
958,-163.0699792
959,-164.0625417
960,-166.1450625
961,-161.4106667
962,-164.0371042
963,-161.5368958
964,-163.2285417
965,-162.6806667
966,-164.6330625
967,-160.5776667
968,-162.3097708
969,-160.0901458
970,-161.6164375
971,-160.3723958
972,-158.0387708
973,-162.5318125
974,-160.7110208
975,-162.4981458
976,-161.4785208
977,-163.6568958
978,-165.1419583
979,-163.7339167
980,-164.8109167
981,-167.1968958
982,-166.5322292
983,-164.9322083
984,-168.3185625
985,-165.9452292
986,-164.1257292
987,-160.4416458
988,-166.3989167
989,-160.4142708
990,-161.2201667
991,-160.5560833
992,-158.289625
993,-162.5587708
994,-164.261125
995,-160.8662917
996,-164.9138333
997,-168.0962292
998,-166.045375
999,-166.0922292
1000,-163.551125
1001,-167.4357083
1002,-164.1580208
1003,-163.7745
1004,-163.4749375
1005,-163.8234167
1006,-162.7193542
1007,-163.1496667
1008,-161.8878125
1009,-160.2415208
1010,-164.5219375
1011,-162.1483958
1012,-160.6251458
1013,-161.6129792
1014,-160.6117083
1015,-165.32075
1016,-165.4347083
1017,-164.6021458
1018,-163.4261042
1019,-166.7189792
1020,-162.9219375
1021,-163.3285833
1022,-166.5345208
1023,-164.2612292
1024,-161.4300833
1025,-164.3782292
1026,-161.143875
1027,-160.7337292
1028,-163.903875
1029,-164.2799792
1030,-163.818625
1031,-163.086875
1032,-165.1524375
1033,-165.1797083
1034,-168.014375
1035,-165.0026042
1036,-163.1853958
1037,-169.3094375
1038,-166.29575
1039,-164.1875417
1040,-167.454375
1041,-162.6909167
1042,-162.0993125
1043,-166.59425
1044,-163.9076458
1045,-166.231375
1046,-166.9548958
1047,-164.3918542
1048,-166.7427292
1049,-168.85
1050,-167.6894375
1051,-165.6075417
1052,-162.8038125
1053,-161.1500417
1054,-159.7876667
1055,-161.6073542
1056,-161.2293542
1057,-161.726125
1058,-161.3365833
1059,-162.0625833
1060,-164.5319583
1061,-161.5192708
1062,-162.7888125
1063,-160.7589792
1064,-161.4303958
1065,-162.31625
1066,-160.7108125
1067,-165.278
1068,-164.986375
1069,-166.2984792
1070,-166.2398333
1071,-163.7907917
1072,-163.0415625
1073,-163.3897708
1074,-164.0717292
1075,-163.9309583
1076,-163.0646667
1077,-166.1261458
1078,-163.663875
1079,-164.0898542
1080,-163.4657292
1081,-166.7508958
1082,-161.518
1083,-164.2558958
1084,-161.1000208
1085,-162.022375
1086,-160.578
1087,-162.8097292
1088,-162.4307292
1089,-160.978875
1090,-165.9032708
1091,-164.9535625
1092,-165.1551458
1093,-165.012125
1094,-164.4637708
1095,-164.4192708
1096,-163.4108125
1097,-162.4971875
1098,-165.0821042
1099,-163.9714583
1100,-162.894875
1101,-163.8618333
1102,-166.3236875
1103,-164.7800833
1104,-164.9709375
1105,-163.3782292
1106,-160.0762917
1107,-165.0628125
1108,-161.0459583
1109,-160.1803542
1110,-161.8265625
1111,-162.6968333
1112,-166.4665417
1113,-165.0376875
1114,-165.3418958
1115,-164.8574167
1116,-165.558875
1117,-167.4542708
1118,-164.9428125
1119,-164.7687083
1120,-166.9770417
1121,-163.5598542
1122,-162.3541458
1123,-164.417625
1124,-161.569375
1125,-161.728625
1126,-163.6899792
1127,-162.1862917
1128,-162.8481667
1129,-163.8386667
1130,-164.7053333
1131,-165.1326458
1132,-162.2069792
1133,-160.1905208
1134,-161.1916875
1135,-161.591
1136,-161.7978958
1137,-163.1092292
1138,-165.4365
1139,-163.3201875
1140,-162.1829583
1141,-161.7000208
1142,-162.4435833
1143,-161.1827292
1144,-163.7413542
1145,-160.9540625
1146,-163.5672292
1147,-164.380375
1148,-165.1860208
1149,-166.8985208
1150,-168.8344167
1151,-166.5135208
1152,-164.4348125
1153,-165.4481667
1154,-164.6610833
1155,-164.8284792
1156,-168.8565625
1157,-168.109375
1158,-169.0140625
1159,-167.4073333
1160,-167.2842917
1161,-165.4768958
1162,-169.732125
1163,-163.086125
1164,-164.5537708
1165,-165.46925
1166,-168.2161875
1167,-164.9203333
1168,-163.6896875
1169,-163.582375
1170,-164.688625
1171,-166.3369792
1172,-163.2398333
1173,-165.1528542
1174,-164.51675
1175,-165.226625
1176,-166.5767292
1177,-166.6826042
1178,-164.8059375
1179,-162.0043333
1180,-166.0335208
1181,-166.4600417
1182,-164.4435417
1183,-163.8764167
1184,-167.6355417
1185,-163.8990625
1186,-163.7509792
1187,-163.5816875
1188,-161.9773958
1189,-164.13125
1190,-163.9220417
1191,-164.3591042
1192,-166.1603958
1193,-167.1724375
1194,-164.2209583
1195,-165.9657708
1196,-163.8800833
1197,-166.272125
1198,-166.6313958
1199,-167.1398333
1200,-166.0389583
1201,-168.068375
1202,-165.6716667
1203,-168.2703125
1204,-168.5940417
1205,-167.3811042
1206,-165.8683958
1207,-166.1059167
1208,-165.4656042
1209,-165.8881458
1210,-161.9303958
1211,-165.2955417
1212,-166.3341875
1213,-163.3091875
1214,-161.3071458
1215,-164.16275
1216,-163.04775
1217,-164.7226667
1218,-162.5888125
1219,-161.3492292
1220,-162.5428333
1221,-166.7858542
1222,-167.5268125
1223,-169.4605833
1224,-166.8604375
1225,-165.6287708
1226,-163.7171458
1227,-165.5520833
1228,-164.4444375
1229,-166.3084583
1230,-164.8605833
1231,-162.542625
1232,-163.3069583
1233,-162.875875
1234,-160.649875
1235,-163.8453542
1236,-163.3227917
1237,-163.1157708
1238,-164.1317708
1239,-164.7407708
1240,-164.3960208
1241,-164.15625
1242,-162.9496042
1243,-164.6114167
1244,-165.0832917
1245,-161.3780833
1246,-164.6168958
1247,-163.3851458
1248,-164.1893125
1249,-162.3604375
1250,-163.181125
1251,-163.8220417
1252,-162.6994792
1253,-165.4138958
1254,-167.5263125
1255,-164.0609167
1256,-164.8865
1257,-166.08425
1258,-165.0319792
1259,-161.8962292
1260,-165.2287083
1261,-162.2451875
1262,-166.5279792
1263,-163.9570625
1264,-164.5890208
1265,-165.9966458
1266,-167.8243333
1267,-166.0038542
1268,-165.7952917
1269,-164.2351042
1270,-165.6105208
1271,-166.9005208
1272,-164.3803958
1273,-165.7394167
1274,-164.9471875
1275,-165.567
1276,-164.9877917
1277,-163.18225
1278,-165.7736458
1279,-164.4533125
1280,-164.869125
1281,-163.206125
1282,-163.8715625
1283,-163.4921875
1284,-166.4642917
1285,-165.6086667
1286,-165.8462917
1287,-162.4989167
1288,-162.4474583
1289,-164.6149583
1290,-159.9468125
1291,-163.6876875
1292,-165.5228125
1293,-168.5276667
1294,-166.5539792
1295,-164.5406042
1296,-165.4196667
1297,-164.4278333
1298,-171.0197292
1299,-170.3602708
1300,-166.792375
1301,-164.2635833
1302,-165.0522708
1303,-165.0697917
1304,-164.8959167
1305,-163.9015833
1306,-164.794625
1307,-161.8988333
1308,-161.4617708
1309,-165.550875
1310,-161.7121667
1311,-162.2279792
1312,-162.6448125
1313,-165.1875
1314,-166.4425833
1315,-164.7130417
1316,-164.9119583
1317,-165.4285833
1318,-165.7493333
1319,-165.5429792
1320,-166.4547708
1321,-166.4703125
1322,-162.3191458
1323,-162.6040833
1324,-161.66625
1325,-164.199875
1326,-163.9398333
1327,-165.0947917
1328,-166.7195625
1329,-160.709125
1330,-159.2428958
1331,-157.6768542
1332,-158.4807708
1333,-161.0038333
1334,-161.166375
1335,-164.0744583
1336,-164.8122708
1337,-164.5279792
1338,-161.5084375
1339,-162.2702708
1340,-166.5783542
1341,-166.2635208
1342,-165.2610208
1343,-163.9874583
1344,-165.9711458
1345,-163.7061875
1346,-163.6821042
1347,-161.7653333
1348,-162.9293958
1349,-163.9811667
1350,-166.1968333
1351,-165.6430833
1352,-165.77575
1353,-166.8265833
1354,-166.5178333
1355,-167.8369375
1356,-165.941
1357,-166.016875
1358,-165.6239375
1359,-166.422875
1360,-164.6834167
1361,-165.7593125
1362,-166.78225
1363,-166.6756458
1364,-165.4371667
1365,-164.9482292
1366,-167.5595625
1367,-169.6180833
1368,-164.69775
1369,-164.4617083
1370,-167.6779375
1371,-163.6969583
1372,-163.8062292
1373,-165.0527708
1374,-165.164375
1375,-165.41175
1376,-163.4315417
1377,-163.2672292
1378,-162.9824583
1379,-163.8896875
1380,-165.6467292
1381,-162.3276667
1382,-163.708125
1383,-165.719125
1384,-164.8220625
1385,-166.5927292
1386,-163.6734375
1387,-165.6078542
1388,-164.7763958
1389,-165.3648333
1390,-163.5011042
1391,-164.2177708
1392,-162.4629583
1393,-167.1762083
1394,-167.276125
1395,-166.1461667
1396,-164.0045
1397,-165.9978125
1398,-166.6538958
1399,-161.8840417
1400,-165.6195208
1401,-163.1255833
1402,-164.187875
1403,-165.9892917
1404,-163.8379167
1405,-167.6525
1406,-164.3797083
1407,-165.1973125
1408,-164.0453542
1409,-165.9937708
1410,-166.0369375
1411,-167.6219167
1412,-164.574
1413,-163.3120833
1414,-164.024125
1415,-164.6231667
1416,-162.6913125
1417,-163.8480625
1418,-160.4985417
1419,-162.6629583
1420,-160.6905833
1421,-163.4178333
1422,-164.6722917
1423,-159.7891875
1424,-162.3339167
1425,-164.6152708
1426,-161.617375
1427,-161.8124792
1428,-161.7298958
1429,-163.1904583
1430,-163.4062917
1431,-167.0469792
1432,-165.1219167
1433,-164.7246667
1434,-164.3683542
1435,-165.2373542
1436,-163.4970625
1437,-166.3028125
1438,-163.7685208
1439,-165.9846667
1440,-165.4374792
1441,-163.8387083
1442,-164.8272083
1443,-168.2435
1444,-165.7334375
1445,-165.4848125
1446,-163.1890417
1447,-163.790125
1448,-165.6767917
1449,-168.8186667
1450,-163.1936042
1451,-160.8813333
1452,-161.7524583
1453,-163.5395625
1454,-163.7232917
1455,-167.4894167
1456,-165.1628125
1457,-167.723
1458,-166.634375
1459,-168.8138542
1460,-164.2841667
1461,-164.2087083
1462,-166.1029792
1463,-163.9571458
1464,-162.4380625
1465,-164.434
1466,-162.9804167
1467,-161.0684375
1468,-160.5657083
1469,-161.9929792
1470,-160.9468542
1471,-162.868375
1472,-162.7640625
1473,-162.5655
1474,-168.8515833
1475,-163.0496042
1476,-168.0434167
1477,-165.798
1478,-163.3425
1479,-164.1427292
1480,-163.16325
1481,-163.7767292
1482,-163.28825
1483,-162.9336042
1484,-162.9547708
1485,-164.0157708
1486,-163.8267083
1487,-160.0322917
1488,-162.7275625
1489,-162.2082292
1490,-164.5028542
1491,-173.2245833
1492,-165.5026667
1493,-166.781625
1494,-163.6587292
1495,-163.9790417
1496,-163.8881042
1497,-163.5431667
1498,-168.4512917
1499,-166.6068333
1500,-168.7402083
1501,-164.7766458
1502,-163.1330833
1503,-166.4780625
1504,-166.7584167
1505,-161.7120208
1506,-165.538125
1507,-164.0832292
1508,-169.368625
1509,-165.3942292
1510,-165.1405833
1511,-167.7729583
1512,-165.6629375
1513,-165.3206875
1514,-164.4969792
1515,-163.1411667
1516,-165.5454167
1517,-164.2127083
1518,-166.0912917
1519,-161.7067083
1520,-162.1765208
1521,-162.5301667
1522,-162.4849583
1523,-163.1284167
1524,-163.907875
1525,-167.6651042
1526,-169.7356875
