Step,Value
1,-168.9803333
2,-168.6444583
3,-166.0367292
4,-169.8404583
5,-165.47475
6,-167.2045208
7,-164.6890833
8,-167.442375
9,-162.5827917
10,-163.4758125
11,-162.2198333
12,-162.7586042
13,-163.8838333
14,-166.5136042
15,-165.7592083
16,-165.1937917
17,-164.0044167
18,-165.0134167
19,-165.5289375
20,-165.1662083
21,-166.6834167
22,-169.8127917
23,-166.6836458
24,-163.4043125
25,-167.2463125
26,-164.37025
27,-162.5479583
28,-160.9144583
29,-165.2534167
30,-167.78325
31,-165.9729375
32,-164.1846875
33,-164.8341667
34,-165.5407083
35,-170.9483542
36,-165.3913958
37,-163.5793333
38,-164.0234375
39,-164.7735833
40,-161.7334792
41,-161.4165833
42,-159.8169167
43,-165.0015625
44,-161.8723333
45,-164.9424167
46,-167.4944167
47,-165.3971667
48,-166.3892708
49,-163.6785625
50,-164.2783125
51,-163.7939583
52,-164.7031042
53,-164.4264167
54,-167.7475625
55,-163.8446875
56,-167.690875
57,-163.1474583
58,-162.4005833
59,-162.4353333
60,-164.663125
61,-167.7350833
62,-167.8725208
63,-167.0867708
64,-164.9647083
65,-164.0721458
66,-164.2963125
67,-165.9438958
68,-165.1890833
69,-163.2148125
70,-160.6941458
71,-160.8520833
72,-159.312875
73,-162.5278125
74,-166.2705417
75,-164.140125
76,-166.4909583
77,-163.0831667
78,-162.2194375
79,-162.648125
80,-163.2472292
81,-161.8750417
82,-163.5955625
83,-164.7794583
84,-166.2352917
85,-167.0858333
86,-166.8322917
87,-168.6880208
88,-166.8191875
89,-169.4791458
90,-166.0070208
91,-167.4543333
92,-168.3049167
93,-166.096875
94,-166.4128125
95,-167.1608125
96,-166.4232708
97,-169.3937917
98,-167.61425
99,-166.641375
100,-166.5777083
101,-167.4795
102,-165.3615
103,-169.3526042
104,-162.4638542
105,-166.7992708
106,-166.3225417
107,-165.6356875
108,-165.9328958
109,-164.4857083
110,-166.8881875
111,-164.763375
112,-164.1502708
113,-164.5765208
114,-167.6269583
115,-165.4040833
116,-163.6375
117,-164.8524792
118,-166.6669167
119,-164.10325
120,-165.3700208
121,-165.5662083
122,-167.5999375
123,-164.3534167
124,-162.6076458
125,-165.7244583
126,-161.8177083
127,-160.0391875
128,-162.3637708
129,-163.6788958
130,-165.960375
131,-162.0814167
132,-161.2607292
133,-163.6704792
134,-159.6914375
135,-161.8714583
136,-160.1993333
137,-162.4175833
138,-162.4932083
139,-162.7052292
140,-163.3147292
141,-162.3214583
142,-167.1055208
143,-166.909
144,-167.8502917
145,-164.6474792
146,-164.458875
147,-164.0433333
148,-164.0171667
149,-163.3293542
150,-164.5779167
151,-160.2443542
152,-163.878125
153,-163.1079792
154,-164.7409167
155,-162.84225
156,-163.0679375
157,-164.6982708
158,-168.5133958
159,-168.3785208
160,-168.6433125
161,-167.1822708
162,-170.0882917
163,-167.8935625
164,-166.721125
165,-163.2827083
166,-165.1298333
167,-168.1505417
168,-168.221875
169,-166.6403958
170,-165.6459167
171,-165.7060625
172,-163.170875
173,-163.0525625
174,-164.4332917
175,-164.2280833
176,-164.7413125
177,-167.0357292
178,-163.7179792
179,-162.9080208
180,-160.4301875
181,-158.6564792
182,-159.7142917
183,-165.8388542
184,-164.8538958
185,-168.791
186,-166.7704583
187,-163.0811875
188,-164.5478542
189,-163.9444583
190,-162.9609792
191,-165.2203125
192,-163.0111042
193,-164.9526667
194,-164.0818125
195,-165.5781875
196,-165.681125
197,-166.0862917
198,-162.7480625
199,-166.3069583
200,-163.7931042
201,-164.6102708
202,-164.4789792
203,-164.6603125
204,-163.4907917
205,-163.6531042
206,-165.8034375
207,-166.715375
208,-165.4852083
209,-169.2706042
210,-165.8611875
211,-165.2748542
212,-167.7147708
213,-166.4659583
214,-171.8345625
215,-168.4767083
216,-165.6158958
217,-164.8875
218,-163.2415
219,-162.24275
220,-163.6215417
221,-162.5475417
222,-162.4935833
223,-162.20225
224,-162.997875
225,-162.3117708
226,-166.1008958
227,-162.793
228,-166.1528333
229,-166.5559167
230,-162.608875
231,-164.6580833
232,-165.4011042
233,-164.7527292
234,-163.9081875
235,-162.2211042
236,-163.2518542
237,-163.0048125
238,-164.295875
239,-167.6242917
240,-165.9365833
241,-166.4675208
242,-165.2131875
243,-162.3673333
244,-164.2304375
245,-166.2728958
246,-166.5052917
247,-166.3766875
248,-166.7073958
249,-166.5412708
250,-168.0102083
251,-166.1698333
252,-165.5365625
253,-165.8674583
254,-167.6972708
255,-163.8683125
256,-164.5180417
257,-164.1734375
258,-165.8425
259,-165.6472917
260,-163.9615833
261,-164.4171875
262,-163.4780208
263,-164.5764375
264,-166.4427292
265,-164.2037917
266,-160.6052917
267,-159.6496667
268,-158.3765833
269,-160.0278542
270,-162.5150417
271,-161.6998958
272,-165.1768125
273,-166.2496667
274,-166.6578542
275,-164.8342708
276,-164.7836458
277,-164.6363125
278,-165.12425
279,-165.4846667
280,-164.5692917
281,-164.54475
282,-167.6844375
283,-169.1565417
284,-162.5044167
285,-167.333875
286,-164.9708958
287,-169.1380833
288,-166.8035208
289,-166.123125
290,-165.7452292
291,-163.0239167
292,-164.2901875
293,-165.502125
294,-167.1489792
295,-165.3758542
296,-164.1390625
297,-163.6125208
298,-163.6123958
299,-165.5775833
300,-166.6622292
301,-161.5977083
302,-162.7984792
303,-165.2538333
304,-166.3163542
305,-164.2428125
306,-163.6096458
307,-167.1691875
308,-168.1292708
309,-169.6968542
310,-170.4192292
311,-164.4632917
312,-164.545625
313,-167.2228958
314,-163.5817292
315,-167.3180417
316,-166.9075
317,-163.7719792
318,-167.7680833
319,-167.85825
320,-164.2765625
321,-164.36025
322,-164.9171042
323,-163.5952083
324,-166.8877708
325,-165.1002917
326,-168.294125
327,-166.2815833
328,-165.184
329,-166.687375
330,-163.940375
331,-160.6089583
332,-163.30625
333,-163.2861458
334,-166.0114375
335,-167.6721458
336,-164.3563333
337,-166.8720625
338,-164.0047708
339,-165.5125
340,-162.6286875
341,-162.564875
342,-161.78875
343,-160.0269792
344,-162.4024375
345,-163.6772708
346,-161.3686875
347,-159.7202917
348,-161.8911458
349,-162.7532708
350,-164.2379583
351,-163.4813333
352,-162.5176667
353,-162.8363542
354,-163.0315625
355,-163.5305625
356,-163.5500208
357,-162.3005625
358,-171.4863542
359,-165.2260833
360,-167.0025
361,-166.06875
362,-162.5064375
363,-163.1752292
364,-163.6295
365,-163.4512083
366,-162.3028333
367,-163.8957292
368,-162.7672083
369,-165.6911458
370,-164.258625
371,-163.4797083
372,-165.7310625
373,-163.7546042
374,-164.038875
375,-164.815875
376,-166.3596042
377,-162.7971042
378,-166.9715208
379,-165.324
380,-165.8146667
381,-166.9635417
382,-165.7748333
383,-166.3123542
384,-163.4905417
385,-165.208125
386,-164.817125
387,-164.2735417
388,-162.6705
389,-164.1593333
390,-165.9643958
391,-164.4713333
392,-161.5227708
393,-162.077
394,-162.13225
395,-165.237625
396,-162.5127708
397,-163.3565833
398,-162.0215208
399,-163.56525
400,-162.3947083
401,-166.019375
402,-165.0822292
403,-164.1370417
404,-163.6421667
405,-165.5463958
406,-162.1406667
407,-163.4528125
408,-162.9831875
409,-167.5534583
410,-165.9858542
411,-166.5300833
412,-165.0074792
413,-164.9274583
414,-167.9830417
415,-165.3791667
416,-164.0753125
417,-160.5169792
418,-161.5831875
419,-160.5235208
420,-161.454875
421,-160.4193125
422,-164.1690833
423,-164.0434792
424,-163.9210208
425,-164.2814583
426,-166.7176458
427,-164.4795208
428,-163.4225833
429,-167.6903542
430,-163.1541458
431,-164.4778125
432,-165.9238333
433,-167.9819792
434,-164.0620625
435,-162.1691667
436,-163.1648958
437,-163.12725
438,-162.9136458
439,-163.4175417
440,-168.199125
441,-165.9310625
442,-161.5701875
443,-162.9842708
444,-163.6660833
445,-164.4994583
446,-164.8788958
447,-165.4586875
448,-164.5303958
449,-169.1975417
450,-162.8084375
451,-166.6290833
452,-167.9747083
453,-164.353
454,-161.6003542
455,-165.3156042
456,-162.2094583
457,-161.1013542
458,-162.8019167
459,-161.184375
460,-163.3578542
461,-165.4052708
462,-163.292875
463,-162.8823333
464,-164.0969792
465,-162.8433542
466,-164.3878958
467,-163.1836667
468,-164.3198542
469,-160.8900833
470,-162.9433125
471,-162.2155417
472,-160.6994167
473,-162.7536042
474,-159.7635417
475,-164.287875
476,-164.7616042
477,-165.5319375
478,-161.38225
479,-164.5502708
480,-165.3503542
481,-164.7188958
482,-163.4627292
483,-164.0270417
484,-164.632125
485,-164.1830833
486,-164.4404375
487,-165.6067292
488,-167.2955
489,-163.6735625
490,-161.412375
491,-162.99675
492,-162.4448958
493,-160.6136458
494,-164.6511458
495,-163.077375
496,-161.5690417
497,-165.466625
498,-163.4285
499,-167.0713958
500,-167.5949375
501,-164.316
502,-164.4481667
503,-160.5307917
504,-164.9147083
505,-161.387625
506,-164.1995417
507,-162.1040625
508,-163.4838542
509,-160.0695208
510,-165.1037917
511,-161.3881667
512,-161.3905833
513,-162.5725833
514,-166.695
515,-167.4740208
516,-163.6275625
517,-164.6205625
518,-162.9091667
519,-164.7136042
520,-164.1539583
521,-166.5665208
522,-165.0754792
523,-166.9552708
524,-166.7418125
525,-164.9601667
526,-166.704
527,-165.9865208
528,-168.5444167
529,-164.4665625
530,-161.6720208
531,-162.5078542
532,-164.2005208
533,-164.2301458
534,-164.4237083
535,-166.3788333
536,-165.1098125
537,-163.95025
538,-166.8578333
539,-163.8515833
540,-166.408
541,-166.8540208
542,-167.7419792
543,-165.6854375
544,-166.9295833
545,-167.8709583
546,-169.2794375
547,-166.4945625
548,-170.168875
549,-165.2830417
550,-165.7999375
551,-163.300125
552,-164.72175
553,-161.9886458
554,-164.1620208
555,-163.8856458
556,-166.9045
557,-167.2370417
558,-165.9190833
559,-162.9391667
560,-161.7341875
561,-165.1065
562,-166.0968958
563,-166.5593958
564,-167.3650417
565,-164.8993958
566,-161.9259375
567,-161.691375
568,-162.6675625
569,-162.5896875
570,-165.55325
571,-162.9474792
572,-162.3673958
573,-163.3740417
574,-167.6094792
575,-163.5123125
576,-163.7464792
577,-162.70325
578,-164.8687083
579,-163.6415208
580,-166.1153958
581,-162.0307917
582,-166.3263333
583,-164.1221042
584,-168.2911042
585,-168.2204792
586,-166.1359375
587,-165.915
588,-165.083625
589,-162.5326875
590,-161.433
591,-162.6988125
592,-165.6183542
593,-164.423625
594,-164.5499792
595,-165.2800208
596,-164.6245417
597,-163.0969167
598,-160.1250417
599,-162.0987708
600,-164.2700625
601,-168.0221458
602,-162.08375
603,-164.7314375
604,-163.4391667
605,-164.5605625
606,-162.4747917
607,-160.7723125
608,-163.6414167
609,-163.36025
610,-162.4085417
611,-160.7132292
612,-159.8840417
613,-160.9766667
614,-165.821125
615,-161.0178958
616,-163.69725
617,-164.6490417
618,-163.3195833
619,-167.5455417
620,-165.015625
621,-164.4060417
622,-163.2479167
623,-164.9279583
624,-162.6609167
625,-163.5329375
626,-161.7564792
627,-164.9515
628,-162.3788542
629,-164.5745417
630,-162.5301667
631,-164.419
632,-164.4122083
633,-167.8087708
634,-165.6585
635,-164.8913542
636,-166.315625
637,-165.2873542
638,-164.8265833
639,-164.9387917
640,-165.0059583
641,-162.7702708
642,-161.6900625
643,-163.4065833
644,-164.3697083
645,-164.1189792
646,-163.9753333
647,-164.6526042
648,-165.7630417
649,-163.4215208
650,-163.3451667
651,-163.3222083
652,-162.1843542
653,-161.138625
654,-163.9518125
655,-164.3894583
656,-161.5958125
657,-161.63525
658,-160.6377708
659,-159.6700625
660,-162.7519375
661,-162.6071458
662,-163.4236042
663,-160.1606042
664,-163.4549792
665,-163.0847708
666,-163.4826042
667,-165.2397708
668,-164.6068125
669,-164.5105625
670,-164.138625
671,-164.7615625
672,-166.7198125
673,-163.9691458
674,-165.2673333
675,-166.5051875
676,-165.8286875
677,-161.8316667
678,-163.4130625
679,-165.498375
680,-167.1312917
681,-163.4216667
682,-161.9204375
683,-164.3511875
684,-162.9087917
685,-161.439875
686,-162.9794375
687,-165.5074167
688,-164.41925
689,-166.5724792
690,-163.9553125
691,-164.6817708
692,-164.270625
693,-162.4888542
694,-166.1685208
695,-161.2369792
696,-162.4393333
697,-164.5527917
698,-167.0476875
699,-164.9231667
700,-166.804
701,-166.5205417
702,-165.5929167
703,-168.5436667
704,-166.7698542
705,-163.887875
706,-164.4560208
707,-167.824625
708,-165.6416667
709,-165.2770417
710,-165.2931875
711,-166.2169792
712,-163.5733333
713,-162.291875
714,-162.832125
715,-163.3161042
716,-161.7621875
717,-159.3071042
718,-160.5971667
719,-161.575625
720,-163.5265208
721,-161.9540208
722,-162.1023958
723,-160.7897708
724,-167.0275208
725,-164.346875
726,-166.856375
727,-165.1981667
