Step,Value
977,-168.7075
978,-166.7225833
979,-163.7540417
980,-166.1703333
981,-167.9667292
982,-168.9362708
983,-170.8272083
984,-169.6772083
985,-172.18875
986,-171.1805833
987,-168.3489792
988,-170.7013125
989,-167.2322708
990,-170.5776042
991,-170.5185625
992,-172.1806042
993,-169.3168958
994,-167.9363333
995,-167.9324375
996,-166.7422292
997,-169.0271458
998,-168.8171875
999,-170.1041042
1000,-169.5452083
1001,-171.6368333
1002,-172.248875
1003,-171.3537917
1004,-168.0763333
1005,-167.3828333
1006,-169.3750833
1007,-170.2585625
1008,-168.3120417
1009,-169.6045
1010,-169.1096042
1011,-168.411875
1012,-166.7041667
1013,-168.0687083
1014,-167.0761458
1015,-165.4072083
1016,-164.2404375
1017,-167.4055833
1018,-165.7270208
1019,-166.723125
1020,-171.7635208
1021,-170.6981875
1022,-174.713125
1023,-170.29225
1024,-167.8920833
1025,-169.260875
1026,-173.1812917
1027,-173.711625
1028,-170.5988125
1029,-172.3041667
1030,-171.7610833
1031,-170.5721667
1032,-171.7366042
1033,-173.6287292
1034,-171.1386875
1035,-168.8964167
1036,-167.0507292
1037,-167.5654792
1038,-164.8407292
1039,-169.221875
1040,-168.3971458
1041,-167.9260417
1042,-169.7927083
1043,-172.1609792
1044,-174.0717708
1045,-170.4688125
1046,-164.2568125
1047,-164.57425
1048,-167.0575
1049,-165.3657708
1050,-167.0462708
1051,-169.9388125
1052,-168.0705833
1053,-168.5566875
1054,-169.8588125
1055,-171.2827917
1056,-172.3911042
1057,-167.7630833
1058,-167.0608958
1059,-167.27575
1060,-170.0021875
1061,-166.3864583
1062,-172.2854792
1063,-169.5105833
1064,-171.8091667
1065,-169.8197917
1066,-169.9479792
1067,-168.6370208
1068,-167.3353125
1069,-164.8005
1070,-169.8384583
1071,-169.4371458
1072,-166.9273125
1073,-168.908875
1074,-168.9009167
1075,-167.0539792
1076,-171.0444375
1077,-170.071875
1078,-167.5921458
1079,-168.611
1080,-166.5995417
1081,-165.6550625
1082,-168.1806458
1083,-166.44825
1084,-168.634375
1085,-170.1687292
1086,-169.8194792
1087,-168.9579583
1088,-167.0223333
1089,-169.9215
1090,-167.3515
1091,-166.7395208
1092,-164.4916042
1093,-164.1890625
1094,-166.8424792
1095,-166.6584375
1096,-163.3065833
1097,-166.5235
1098,-165.3147708
1099,-168.02825
1100,-169.2290625
1101,-166.5411667
1102,-168.4868125
1103,-170.4419792
1104,-170.2687083
1105,-168.9142917
1106,-171.0916875
1107,-172.4882708
1108,-171.8253333
1109,-171.934125
1110,-169.458375
1111,-170.1013958
1112,-170.4047708
1113,-172.5477708
1114,-169.984625
1115,-174.0545625
1116,-172.1983125
1117,-173.6815208
1118,-174.6277917
1119,-170.3539583
1120,-167.9212083
1121,-169.1695625
1122,-169.3648125
1123,-172.0075
1124,-169.4598958
1125,-166.2975417
1126,-165.434
1127,-168.356875
1128,-166.5817292
1129,-166.4645417
1130,-170.2142083
1131,-167.836
1132,-168.1560625
1133,-170.1979167
1134,-168.39525
1135,-166.7586667
1136,-172.3620208
1137,-169.6951042
1138,-169.7922083
1139,-169.8210208
1140,-167.1402917
1141,-166.5873125
1142,-171.4091042
1143,-167.4916042
1144,-169.2174583
1145,-167.1066667
1146,-172.839375
1147,-169.791375
1148,-170.817875
1149,-166.2235417
1150,-169.6608958
1151,-173.1981667
1152,-171.6513125
1153,-169.4356875
1154,-170.43225
1155,-169.7241042
1156,-162.1599375
1157,-166.4900833
1158,-167.5607917
1159,-170.0775208
1160,-169.1265625
1161,-167.36925
1162,-169.2187083
1163,-170.1197917
1164,-172.8638333
1165,-174.4273333
1166,-170.8957292
1167,-174.7955208
1168,-174.3448125
1169,-172.9095208
1170,-169.7258125
1171,-173.2110208
1172,-171.4500208
1173,-169.8246042
1174,-169.4088333
1175,-172.1996875
1176,-169.833
1177,-173.9187917
1178,-173.5532708
1179,-177.2035417
1180,-175.6350625
1181,-170.7680417
1182,-171.7485625
1183,-171.5331042
1184,-170.1253333
1185,-170.7679583
1186,-173.0558125
1187,-173.7847083
1188,-167.8959792
1189,-169.013375
1190,-169.1439583
1191,-169.8740833
1192,-167.8292708
1193,-170.468
1194,-173.2081875
1195,-173.2963125
1196,-170.4772292
1197,-169.7995833
1198,-169.13225
1199,-171.4578958
1200,-168.819
1201,-172.9110833
1202,-167.6728958
1203,-164.9182708
1204,-169.5114375
1205,-170.8750417
1206,-170.616625
1207,-168.6818125
1208,-167.7481042
1209,-170.0916042
1210,-167.5943125
1211,-170.5074583
1212,-174.8722083
1213,-174.454875
1214,-173.1292917
1215,-171.9707708
1216,-171.1545833
1217,-171.9674792
1218,-173.3862083
1219,-176.0778333
1220,-170.2556875
1221,-168.5411667
1222,-168.7663542
1223,-168.4391458
1224,-170.4868958
1225,-171.5114583
1226,-168.56025
1227,-174.6498958
1228,-172.6839167
1229,-171.9420833
1230,-169.0791458
1231,-170.6
1232,-172.2652292
1233,-175.2402083
1234,-171.6560833
1235,-172.6587292
1236,-171.3963125
1237,-173.9215417
1238,-170.3556458
1239,-171.9155833
1240,-172.4065833
1241,-169.685625
1242,-171.7271875
1243,-172.6806458
1244,-173.5469583
1245,-169.6600417
1246,-167.0812292
1247,-170.233
1248,-169.1361667
1249,-170.1301042
1250,-172.1482292
1251,-165.3155417
1252,-164.108875
1253,-166.1158333
1254,-168.582875
1255,-167.9302708
1256,-167.35075
1257,-170.469
1258,-167.8332917
1259,-169.8375833
1260,-170.5840417
1261,-171.7681042
1262,-169.9248333
1263,-168.8579375
1264,-171.8856458
1265,-166.45875
1266,-169.9851875
1267,-170.9561667
1268,-171.4955
1269,-171.1576458
1270,-166.5364375
1271,-164.3515625
1272,-164.361375
1273,-166.8030417
1274,-169.47075
1275,-172.2796875
1276,-171.6669375
1277,-176.7606875
1278,-170.365625
1279,-173.6649375
1280,-166.5559792
1281,-167.3467917
1282,-168.4112083
1283,-169.439125
1284,-170.9977708
1285,-167.2249375
1286,-169.0332917
1287,-169.1761042
1288,-165.1747917
1289,-169.1204375
1290,-174.162125
1291,-167.6047708
1292,-171.5540208
1293,-171.2526875
1294,-169.3428333
1295,-168.3573542
1296,-170.4997917
1297,-167.490375
1298,-169.6829375
1299,-170.2548958
1300,-168.5448958
1301,-168.7545208
1302,-168.2127917
1303,-166.8976667
1304,-167.5022708
1305,-169.1897083
1306,-168.4412708
1307,-168.7141875
1308,-171.1470625
1309,-169.3644583
1310,-168.5422083
1311,-167.9041042
1312,-167.746375
1313,-165.9849583
1314,-167.8084583
1315,-166.8593125
1316,-170.0520417
1317,-171.712625
1318,-171.8055833
1319,-171.4733333
1320,-173.113625
1321,-170.6392917
1322,-172.6517708
1323,-171.5279792
1324,-166.8131667
1325,-168.8772917
1326,-170.5354375
1327,-171.2428333
1328,-171.8610625
1329,-170.1837292
1330,-169.6831042
1331,-170.7306667
1332,-170.3876042
1333,-170.97225
1334,-170.572125
1335,-174.1091042
1336,-172.546125
1337,-169.3965625
1338,-171.1466458
1339,-172.6895833
1340,-173.7235417
1341,-173.5222917
1342,-173.8906042
1343,-169.4754583
1344,-169.6358542
1345,-167.5915417
1346,-167.5379583
1347,-170.2193125
1348,-171.3140625
1349,-170.4005208
1350,-169.7739167
1351,-169.50275
1352,-166.6772083
1353,-172.234125
1354,-172.9982292
1355,-170.6397708
1356,-175.8158958
1357,-173.7074167
1358,-169.8528958
1359,-171.2743333
1360,-171.2320417
1361,-169.5763542
1362,-165.6337292
1363,-170.2902083
1364,-169.0079792
1365,-168.42
1366,-171.3627708
1367,-167.48175
1368,-172.4586667
1369,-172.9433542
1370,-172.8597917
1371,-170.1804792
1372,-166.464875
1373,-164.37925
1374,-165.8026875
1375,-163.9141667
1376,-165.2366458
1377,-166.8308542
1378,-166.3994792
1379,-165.5868542
1380,-168.505
1381,-166.056375
1382,-163.8424583
1383,-169.3176458
1384,-171.459875
1385,-170.6683542
1386,-170.4470833
1387,-169.9287708
1388,-171.6146667
1389,-174.0265417
1390,-171.5453333
1391,-172.5735625
1392,-170.01175
1393,-173.1233958
1394,-170.854125
1395,-170.29225
1396,-169.3417917
1397,-169.7225208
1398,-170.07875
1399,-172.5821667
1400,-170.6509583
1401,-170.1157917
1402,-168.7659792
1403,-170.4274167
1404,-169.6891667
1405,-170.6599792
1406,-168.4388125
1407,-171.2343958
1408,-171.4222708
1409,-170.6791667
1410,-172.6319167
1411,-170.1118333
1412,-172.1793542
1413,-168.2564167
1414,-172.908125
1415,-172.6139792
1416,-172.4657917
1417,-171.8775417
1418,-173.4835208
1419,-173.9216458
1420,-170.116125
1421,-168.5688958
1422,-167.4271667
1423,-167.565875
1424,-166.8050625
1425,-169.1458125
1426,-168.1912292
1427,-167.6818542
1428,-172.5202292
1429,-171.7819792
1430,-168.762875
1431,-168.5436458
1432,-171.102875
1433,-169.3149792
1434,-171.0348333
1435,-168.2059167
1436,-166.3705625
1437,-171.8463958
1438,-168.1146042
1439,-170.334125
1440,-170.0958333
1441,-170.7759167
1442,-172.9589583
1443,-169.9991875
1444,-171.12075
1445,-170.9629583
1446,-173.1383958
1447,-171.2672917
1448,-173.8356042
1449,-171.4880833
1450,-172.9656458
1451,-170.8658542
1452,-170.8904583
1453,-170.6581667
1454,-170.7800208
1455,-171.7414792
1456,-171.3731667
1457,-172.5386458
1458,-171.4689583
1459,-166.673
1460,-169.6608333
1461,-170.2093958
1462,-172.837
1463,-173.2284792
1464,-170.054
1465,-169.1707708
1466,-170.4009792
1467,-170.6848542
1468,-169.0519583
1469,-168.90325
1470,-165.9103125
1471,-166.7710625
1472,-166.2245
1473,-166.2388542
1474,-168.7365208
1475,-166.6676667
1476,-171.7564792
1477,-170.061625
1478,-167.6794583
1479,-165.4370417
1480,-167.3546667
1481,-165.0585
1482,-169.193375
1483,-166.7386458
1484,-169.289125
1485,-168.7659792
1486,-174.5413125
1487,-166.0982917
1488,-165.2626667
1489,-167.1861458
1490,-168.7228542
1491,-167.7506667
1492,-166.9257292
1493,-167.54475
1494,-166.9522292
1495,-171.712375
1496,-171.4773333
1497,-169.9943125
1498,-167.3399167
1499,-167.6957708
1500,-168.4623958
1501,-169.5125833
1502,-169.6033333
1503,-165.5837917
1504,-169.0626458
1505,-171.013125
1506,-173.3628333
1507,-172.7775625
1508,-169.80075
1509,-167.3089792
1510,-168.5349167
1511,-166.115625
1512,-168.4120625
1513,-166.3693958
1514,-168.2902917
1515,-165.4751458
1516,-165.3228958
1517,-166.2601042
1518,-165.5730625
1519,-168.5815417
1520,-167.8030625
1521,-172.0595208
1522,-173.1603333
1523,-171.4434375
1524,-172.7699375
1525,-172.7523125
1526,-171.281
1527,-170.7891667
1528,-171.140125
1529,-170.7489375
