EV,Waiting_time,Charging_time,Total,Reward
0,0.0,0.3812499999999997,3.111249999999999,-3.111249999999999
1,0.0,0.13124999999999998,2.8612499999999996,-2.8612499999999996
2,0.0,0.6562500000000002,3.38625,-3.38625
3,0.0,0.23125000000000007,2.9612499999999997,-2.9612499999999997
4,0.0,0.5062499999999996,3.236249999999999,-3.236249999999999
5,0,0.33125000000000016,3.06125,-3.06125
6,0.0,0.675,3.405,-3.405
7,0,0.20625000000000004,2.93625,-2.93625
8,0.02249999999999986,0.53125,3.2837499999999995,-3.2837499999999995
9,0.16625,0.15625,3.0524999999999998,-3.0524999999999998
10,0.012499999999999527,0.95625,3.698749999999999,-3.698749999999999
11,0.0,0.5312500000000002,3.2612499999999995,-3.2612499999999995
12,0.0,0.7812499999999999,3.5112499999999995,-3.5112499999999995
13,0.1737500000000003,0.7687499999999998,3.6725,-3.6725
14,0.026249999999999774,0.5562500000000001,3.3124999999999996,-3.3124999999999996
15,0.042499999999999864,0.18125000000000002,2.9537499999999994,-2.9537499999999994
16,0.0,0.4999999999999998,3.2299999999999995,-3.2299999999999995
17,0.0,0.3999999999999998,3.1299999999999994,-3.1299999999999994
18,0,0.44999999999999973,3.1799999999999997,-3.1799999999999997
19,0.043749999999999845,0.33125000000000016,3.1049999999999995,-3.1049999999999995
20,0.0,0.38749999999999996,3.1174999999999997,-3.1174999999999997
21,0,0.4437500000000003,3.1737499999999996,-3.1737499999999996
22,0,0,2.7299999999999995,-2.7299999999999995
23,0.03999999999999903,0.8312499999999998,3.6012499999999985,-3.6012499999999985
24,0.0,0.6874999999999998,3.4174999999999995,-3.4174999999999995
25,0.0,0.4624999999999999,3.1925,-3.1925
26,0.16249999999999987,0.43125,3.3237499999999995,-3.3237499999999995
27,0.0,0.2999999999999998,3.0299999999999994,-3.0299999999999994
28,0.034999999999999705,0.5312500000000002,3.2962499999999992,-3.2962499999999992
29,0.0,1.0062499999999996,3.736249999999999,-3.736249999999999
