EV,Waiting_time,Charging_time,Total,Reward
0,0.0,2.9937500000000004,6.16375,-6.16375
1,0.0,2.1187500000000004,4.96875,-4.96875
2,0.0,2.275000000000001,5.145000000000001,-5.145000000000001
3,0.0,1.3437500000000004,4.513750000000001,-4.513750000000001
4,0.0,1.7812500000000004,4.741250000000001,-4.741250000000001
5,0.11874999999999993,1.4812500000000008,4.430000000000001,-4.430000000000001
6,0.0,1.8600000000000008,4.69,-4.69
7,0.0,1.5750000000000006,4.535000000000001,-4.535000000000001
8,0.0,1.9625000000000004,4.842500000000001,-4.842500000000001
9,0.0,2.166666666666668,5.0166666666666675,-5.0166666666666675
10,1.2516666666666667,1.7375000000000007,5.809166666666666,-5.809166666666666
11,0.0,1.1041666666666674,3.934166666666668,-3.934166666666668
12,0.0,2.925000000000001,5.885000000000002,-5.885000000000002
13,0.18874999999999909,2.586250000000001,5.945,-5.945
14,0.0,2.737500000000001,5.697500000000002,-5.697500000000002
15,0.0,1.0041666666666673,3.824166666666667,-3.824166666666667
16,1.0362499999999997,1.2687499999999994,5.474999999999999,-5.474999999999999
17,0.42749999999999977,3.056250000000001,6.213750000000001,-6.213750000000001
18,0.0,0.8249999999999995,3.5549999999999993,-3.5549999999999993
19,0.0,2.1375000000000006,4.867500000000001,-4.867500000000001
20,0.8241666666666672,1.18125,4.855416666666668,-4.855416666666668
21,0.0,2.150000000000001,5.32,-5.32
22,0.24499999999999955,0.75,4.165,-4.165
23,0.0,0.9749999999999998,3.9349999999999996,-3.9349999999999996
24,1.6200000000000037,1.5187499999999998,6.308750000000003,-6.308750000000003
25,0.7712499999999991,2.4000000000000004,6.13125,-6.13125
26,0.7800000000000002,0.9166666666666674,4.516666666666668,-4.516666666666668
27,0.7924999999999993,2.05,6.012499999999999,-6.012499999999999
28,0.8349999999999994,2.150000000000001,6.155,-6.155
29,0.6624999999999998,2.993750000000001,6.616250000000002,-6.616250000000002
