0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
185.39374999999998,164.7775,169.0845833333334,174.33791666666667,172.10416666666663,171.95458333333337,170.97708333333335,169.49250000000004,168.23625000000007,172.21833333333333,164.64500000000004,174.99166666666665,177.63625000000002,167.82750000000001,169.2337500000001,172.82583333333338,181.95250000000001,177.68375,178.77500000000003,183.65750000000006
196.26208333333338,177.11666666666673,170.23250000000004,175.94583333333338,179.5408333333334,207.61541666666662,170.3729166666667,164.0579166666667,175.82625000000002,174.66208333333338,173.86166666666674,169.69375000000002,170.78458333333333,163.45041666666668,160.12250000000003,177.39375000000004,200.11249999999998,170.02708333333337,178.13,165.51791666666665
193.79541666666665,174.4379166666667,167.56625,168.69458333333336,165.8083333333334,172.5358333333334,165.27291666666667,165.32500000000007,192.51458333333338,174.46833333333336,164.31750000000008,170.63333333333338,163.9154166666667,167.77625000000003,182.2033333333334,175.32875000000004,169.2141666666667,169.38250000000005,176.33791666666673,165.38625000000005
161.05375000000004,167.23625000000007,179.0333333333334,171.03208333333336,168.0579166666667,173.90750000000003,173.06625000000005,164.58708333333334,168.29958333333337,171.55375,168.9033333333333,167.65874999999997,169.06041666666667,160.20541666666668,163.37625,173.0379166666667,165.74500000000003,172.4391666666667,170.56916666666672,170.78375000000005
162.45624999999998,164.8183333333334,164.5404166666667,173.94375000000008,163.57375000000005,168.20416666666668,161.52416666666667,164.81958333333336,179.64375000000007,174.3075,169.15750000000006,167.76625000000004,173.99083333333334,165.20583333333343,166.6654166666667,160.14374999999995,164.76833333333337,168.72541666666672,164.62333333333333,165.1116666666667
158.19583333333335,163.005,166.08416666666673,174.15958333333333,169.9470833333334,163.3158333333334,167.21000000000006,164.33125,170.36458333333337,168.3108333333334,163.30625000000003,171.8495833333334,174.20750000000004,169.69000000000003,162.01500000000001,164.72250000000003,176.57958333333337,166.12500000000003,195.68541666666667,166.05000000000007
165.57583333333338,172.6595833333334,166.0820833333334,165.53458333333336,165.44083333333336,166.11041666666668,168.56041666666667,160.3066666666667,167.88625,169.7379166666667,169.0441666666667,163.62833333333333,170.5295833333334,167.82708333333338,165.35500000000002,175.96166666666673,160.37375,165.2754166666667,166.72458333333336,159.38791666666665
165.05666666666667,201.6791666666667,166.77333333333337,157.13458333333335,166.05916666666673,163.17041666666668,169.7916666666667,164.4279166666667,167.6958333333334,163.58041666666668,172.51875000000004,163.6941666666667,173.15833333333336,176.79125000000005,160.3283333333334,161.3058333333334,166.14791666666667,168.2729166666667,177.37166666666664,167.93083333333337
161.30708333333337,157.28125,165.63791666666668,167.89708333333337,155.93791666666672,161.0758333333333,161.10916666666665,165.08416666666673,167.13125000000002,167.44000000000005,166.18458333333336,165.22458333333336,165.5879166666667,166.2741666666667,165.19500000000005,162.84833333333336,160.20250000000007,158.69041666666675,159.23333333333335,164.04000000000005
168.7775,159.91125000000002,174.12083333333337,153.7679166666667,167.51666666666665,164.85750000000004,191.02333333333334,166.55208333333337,176.04833333333335,160.39791666666673,159.26666666666674,164.42416666666674,175.00541666666666,164.31041666666667,168.47458333333338,166.43333333333337,157.17583333333337,163.40791666666667,165.54541666666668,162.84125
187.84375000000003,167.15124999999998,163.99958333333333,155.83083333333335,164.4329166666667,160.28333333333336,167.9825,160.8745833333334,163.59666666666672,157.37750000000003,167.80708333333334,164.30208333333334,174.26416666666674,164.47708333333335,158.05625000000006,168.7375,160.62458333333333,158.95250000000001,161.65750000000006,159.68416666666673
167.62791666666672,171.61458333333334,164.70750000000004,165.4129166666667,173.32541666666668,168.94750000000002,163.4058333333334,158.91125000000005,169.28291666666667,164.3416666666667,171.23750000000004,166.47208333333336,170.44375,168.4833333333334,161.55083333333343,157.11791666666667,161.1395833333334,162.41583333333338,157.79125000000008,173.0966666666667
162.96500000000003,155.8354166666667,168.62000000000006,169.83291666666673,169.01041666666677,187.4629166666667,170.01000000000005,166.9733333333334,166.4791666666667,168.04625000000001,166.31541666666675,156.68291666666667,170.32916666666674,164.23708333333337,163.08875000000003,169.24750000000006,161.76125000000002,158.14458333333332,162.36708333333337,163.32541666666674
171.72541666666672,164.82125000000005,170.21041666666673,170.7595833333334,164.29333333333335,158.4091666666667,169.92083333333335,173.96500000000003,156.82250000000005,159.71208333333337,169.0475,194.77499999999998,159.775,157.89750000000004,165.95416666666665,185.84375,171.69916666666666,159.31500000000005,201.89791666666673,169.96458333333334
163.25375000000008,169.85958333333338,168.0279166666667,160.9383333333334,172.92583333333337,168.3079166666667,163.83416666666668,170.90500000000006,167.0916666666667,173.14458333333337,164.5066666666667,164.57166666666672,173.34000000000006,154.94125000000005,189.17416666666674,170.36666666666673,159.57041666666672,167.03666666666672,167.1279166666667,163.56625000000003
173.8079166666667,161.99875000000006,167.61458333333337,158.92250000000004,167.1854166666667,164.51625000000004,165.3766666666667,173.5912500000001,164.01208333333332,167.1758333333334,166.57458333333338,169.94625000000002,166.4504166666667,163.15416666666675,173.62625000000006,156.77958333333336,163.98833333333334,158.73958333333337,167.64875000000004,158.38583333333335
168.82083333333338,177.05916666666667,163.7933333333334,164.24958333333333,162.74208333333334,161.17750000000004,162.35125000000002,195.3291666666667,165.95916666666673,168.4066666666667,168.8079166666667,169.01750000000004,163.5004166666667,164.8533333333334,174.89249999999998,168.3541666666667,160.75250000000005,170.90125000000003,159.31958333333338,162.84125000000006
163.03958333333335,162.39250000000004,161.55041666666668,169.24083333333334,171.88833333333335,169.43500000000006,178.04416666666674,160.74625,193.63333333333335,163.8758333333334,163.9266666666667,171.61000000000007,166.85750000000002,171.5141666666667,162.43625000000006,158.97,165.23791666666673,163.41208333333338,160.70583333333337,165.57375000000002
162.4670833333334,162.3770833333334,176.96416666666667,163.2354166666667,164.9108333333333,159.98541666666674,162.90958333333333,165.63583333333338,172.75416666666672,159.93541666666664,170.7954166666667,170.83333333333337,156.99125,163.3920833333334,166.9704166666667,161.7375000000001,161.98083333333335,168.83458333333337,166.33750000000006,169.70624999999998
