0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
215.2150000000001,185.3320833333334,195.19041666666678,195.27041666666668,197.02500000000015,200.5591666666669,203.02083333333366,190.00958333333344,190.7766666666668,194.59333333333342,180.28125000000003,199.70458333333346,203.58958333333342,190.51791666666668,191.0808333333334,190.61,206.64333333333337,205.17875,202.15625000000009,218.29500000000044
218.58416666666673,196.50083333333345,197.2554166666667,206.11541666666682,201.62291666666687,236.68250000000018,213.30583333333345,194.2600000000001,189.8225000000001,199.1250000000001,193.20416666666674,206.93541666666678,199.2812500000001,183.92833333333346,183.47250000000008,202.87083333333354,190.15750000000006,184.33625000000006,201.0750000000002,181.21416666666667
191.2820833333334,190.8991666666667,190.29208333333344,182.53125000000006,189.3416666666668,204.0741666666669,189.28500000000008,185.01833333333337,190.66375000000005,207.38166666666675,189.9133333333334,190.21625000000012,187.43791666666678,199.7712500000001,208.3062500000001,189.17833333333334,213.24083333333343,194.7175000000002,215.37916666666695,187.02291666666673
192.99708333333348,183.85791666666674,201.93000000000012,181.39250000000004,199.62583333333347,193.86291666666673,191.86458333333343,188.35291666666677,192.78708333333338,189.8137500000001,183.53416666666678,203.3600000000001,179.91041666666666,188.10916666666668,181.87874999999997,195.94375000000005,183.83625000000006,219.6004166666668,197.58583333333343,201.2116666666668
187.12875000000008,199.2845833333335,189.1908333333334,178.23458333333346,188.6079166666667,189.06791666666675,185.7266666666667,183.20708333333343,181.49416666666673,187.21916666666672,187.63750000000007,172.55166666666673,197.90416666666678,188.78041666666667,223.95916666666676,185.75041666666672,204.4958333333334,188.84083333333336,195.65958333333353,192.90708333333342
190.7475000000002,175.71625000000003,215.30291666666696,179.26958333333337,189.20708333333337,175.3866666666667,202.5316666666667,191.37583333333342,194.38208333333344,179.88250000000008,192.69291666666675,214.91083333333367,190.06458333333345,189.83791666666673,184.88958333333332,185.84833333333347,181.04791666666682,186.05958333333342,186.78166666666675,196.5025
181.40041666666673,184.09750000000008,196.90125000000018,175.20416666666668,174.92708333333337,187.95875000000004,180.40416666666667,184.27458333333342,189.97375000000008,190.10875000000001,195.90458333333342,183.8104166666667,171.06750000000008,209.15000000000006,178.41166666666666,184.8491666666667,178.6675000000001,199.82166666666672,175.9720833333334,185.47666666666674
186.60958333333338,177.40500000000003,171.92041666666668,173.1879166666667,174.32125000000005,194.86291666666673,190.28666666666666,185.2637500000001,190.57083333333344,183.51583333333338,178.65791666666667,181.38125000000005,180.7520833333334,185.88333333333338,181.0733333333334,187.30541666666673,188.10708333333338,210.9591666666667,192.95083333333338,180.40333333333334
192.25500000000008,183.99916666666667,188.06958333333338,184.73333333333338,192.85291666666689,171.11375000000004,190.20000000000002,188.75458333333336,180.02750000000003,181.3170833333334,179.41041666666672,185.57416666666677,187.66625000000008,180.8325000000001,198.53041666666678,184.91708333333332,183.32125,187.69541666666686,191.79625000000019,181.27958333333342
194.46625000000006,186.89250000000007,181.57833333333338,181.37750000000005,172.59750000000003,186.08375000000015,190.39833333333337,187.1691666666668,194.7300000000001,188.2800000000002,199.0991666666668,167.31666666666666,181.6116666666667,189.6754166666667,197.16208333333347,201.0287500000001,184.4529166666667,190.62250000000003,184.79166666666674,178.30041666666665
193.6591666666667,188.3058333333334,176.67958333333334,190.20833333333337,192.62708333333345,177.4708333333334,178.44958333333335,183.65000000000012,191.88583333333338,179.3616666666667,176.96166666666673,183.79875000000007,178.4112500000001,180.3283333333334,187.88916666666674,193.51958333333343,193.81916666666672,185.10041666666675,191.39458333333351,182.2683333333334
189.7662500000001,176.98416666666668,194.00958333333352,183.44208333333341,197.63750000000013,179.12875000000005,189.8845833333334,199.62583333333336,196.96958333333336,190.11416666666673,183.00083333333342,181.00750000000002,176.6995833333334,184.31583333333344,183.10000000000005,183.7654166666667,184.42500000000004,191.54333333333338,180.8062500000001,184.95708333333334
175.85708333333338,181.44958333333335,198.47166666666678,194.54500000000007,186.25666666666675,180.30041666666665,173.0879166666667,176.9541666666667,177.87333333333345,188.7820833333334,185.11000000000007,193.85708333333343,213.54666666666714,180.94541666666672,187.41583333333338,189.4950000000001,195.7820833333334,181.01583333333335,173.72958333333338,200.8087500000002
184.82625000000004,187.32916666666677,180.1254166666667,195.59083333333348,188.1279166666669,194.0204166666668,177.52166666666673,195.3441666666668,200.0875000000001,192.8704166666668,216.04166666666677,196.55875000000012,183.57958333333352,181.99208333333337,179.78416666666672,181.24500000000006,179.4025,183.54625,182.62166666666675,181.11666666666673
177.33250000000004,196.4437500000001,184.82250000000002,190.5083333333334,204.60250000000013,196.0704166666668,186.09750000000005,190.31500000000003,176.78791666666675,171.96458333333342,201.92000000000013,176.95750000000004,189.70083333333346,175.92333333333335,184.23750000000007,212.26333333333358,203.44000000000025,184.3991666666668,183.42083333333335,212.44916666666668
193.45666666666676,174.85708333333343,181.90083333333337,183.01958333333343,183.2908333333334,224.4320833333335,181.7441666666667,175.65458333333333,177.90625000000003,182.3112500000001,183.2800000000001,171.89166666666674,183.52291666666673,182.87416666666667,189.45458333333337,185.1708333333334,199.94916666666668,179.72500000000002,191.46541666666684,192.56791666666672
188.55583333333342,190.31041666666675,194.93416666666673,177.64833333333337,202.19041666666672,191.55250000000007,188.04208333333338,184.73708333333335,186.43208333333337,184.53333333333336,188.6912500000001,190.85125000000008,175.87416666666675,166.3670833333333,172.51250000000007,182.55041666666673,190.42874999999998,179.81541666666675,190.64708333333343,179.05416666666673
177.73166666666677,191.28291666666672,175.71625000000006,175.14000000000007,185.53708333333338,173.44333333333336,186.2733333333334,177.16708333333332,184.3970833333334,189.7300000000001,182.60000000000008,177.65125000000012,183.72833333333335,181.26250000000002,172.39125,183.1020833333334,186.22250000000005,223.31500000000005,193.4279166666668,171.5875
171.655,189.15208333333345,185.89458333333337,173.79250000000002,177.07375,178.1445833333334,206.2529166666667,174.68375000000003,174.60875000000004,217.30791666666676,171.5241666666667,181.03666666666672,176.04291666666668,174.92875000000004,170.8941666666667,180.8050000000001,171.96250000000003,175.63000000000005,171.1904166666667,162.44708333333332
173.3354166666667,175.6191666666667,184.42416666666674,173.21500000000003,183.23208333333338,182.23166666666668,184.5516666666668,183.52833333333334,173.68250000000003,178.45083333333346,174.4283333333334,181.96625000000006,173.7337500000001,185.92416666666665,184.62041666666678,169.64833333333337,173.93875000000006,178.36125,189.93541666666675,182.33041666666676
