0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
194.92666666666676,171.31708333333333,175.77208333333334,180.06083333333333,179.7179166666667,181.41041666666672,178.84958333333338,175.6004166666667,173.48375000000004,178.11583333333334,169.19708333333332,181.22875000000005,186.39791666666667,175.72750000000005,175.29625000000007,177.7295833333333,189.46875000000009,185.00625000000002,183.84291666666675,195.0837500000002
203.4716666666667,179.88791666666674,176.0154166666667,185.94375000000002,178.4520833333334,215.04166666666674,193.62666666666667,167.75916666666674,182.5883333333334,181.46708333333345,178.91500000000002,186.15458333333342,176.03000000000006,169.87541666666672,168.62208333333336,186.07375000000005,174.39958333333337,173.92958333333337,184.67583333333337,169.4125
199.45583333333337,181.23125,172.09916666666663,169.23958333333337,168.75708333333336,184.70875000000004,165.58,174.44666666666672,177.7179166666667,182.87125000000003,167.50458333333341,176.95958333333343,168.26958333333334,182.89750000000004,178.6941666666667,176.9470833333333,175.7066666666667,171.40000000000003,185.71291666666676,173.76916666666673
180.42041666666665,171.715,183.3620833333334,176.73000000000005,163.85208333333335,182.05583333333345,180.9445833333334,170.0404166666667,199.14958333333337,176.7679166666667,172.1208333333334,180.0179166666667,168.2916666666667,175.41583333333335,181.01250000000002,182.2620833333333,164.9358333333333,179.12125000000003,175.65500000000003,167.59583333333336
167.3866666666667,199.35583333333335,178.38458333333332,167.67333333333337,170.6125,173.08749999999998,163.36666666666667,162.13958333333332,171.9304166666667,183.28041666666672,168.11416666666668,162.60250000000002,185.52541666666667,172.12541666666672,189.65625000000003,171.60583333333344,175.70250000000001,174.85333333333335,200.25958333333338,176.94875000000002
173.21458333333337,174.36416666666668,170.85125,164.69958333333332,171.03125,190.11458333333337,178.9095833333334,162.05041666666673,178.23500000000004,209.76916666666676,162.08375,172.74166666666667,172.87416666666672,173.56500000000003,167.51375000000002,164.68458333333336,176.13041666666672,164.67000000000004,182.3933333333334,174.44125000000003
171.74541666666673,164.20875,195.98708333333337,161.73833333333334,184.22875000000002,179.85708333333338,171.3266666666667,173.50166666666675,163.18083333333337,165.89083333333335,171.17875000000004,171.27708333333337,176.47750000000002,166.27791666666667,176.31625000000003,164.54666666666665,179.55416666666667,177.00041666666667,161.53916666666666,170.81291666666672
172.43125000000003,179.17250000000004,167.90291666666673,178.9566666666667,166.20708333333337,173.57625000000002,180.36541666666676,173.0675,166.77958333333333,162.9608333333333,168.38583333333338,171.50750000000005,161.52250000000006,172.47166666666672,173.82166666666672,168.22708333333335,172.81708333333333,175.96000000000006,167.90541666666672,166.85583333333338
161.76625,160.84125,166.21083333333334,170.82125000000002,173.31249999999997,173.2404166666667,168.54541666666674,162.2116666666667,172.16000000000003,167.20208333333335,161.45916666666668,168.69083333333333,162.4479166666667,177.62041666666667,165.00250000000005,175.90291666666673,165.77583333333337,165.33875000000003,183.06458333333336,169.74791666666675
161.62125000000003,161.76833333333332,166.8845833333334,167.48541666666665,165.82625000000002,170.30208333333337,168.8625,157.7845833333334,163.33583333333334,169.89083333333332,168.0116666666667,167.99666666666667,166.23833333333334,165.28875000000005,166.0720833333334,170.47166666666675,159.12125,169.96083333333334,174.62875000000003,160.43625000000003
174.10166666666672,164.57916666666668,166.62458333333342,170.55958333333334,167.99416666666673,170.37708333333342,170.0516666666667,168.44625,191.60000000000005,164.13791666666665,172.71333333333337,171.28458333333336,170.04291666666674,173.98583333333337,157.9341666666667,163.7754166666667,190.23875,163.14125000000004,161.11750000000004,165.37208333333334
164.10583333333338,178.47208333333336,164.39500000000004,177.60041666666672,165.49333333333334,173.06041666666678,167.99,168.07000000000002,172.30666666666667,163.4591666666667,162.10041666666666,166.28708333333338,165.86208333333337,165.96875000000006,160.68208333333334,197.13750000000005,164.19333333333338,161.57375000000002,172.89791666666673,169.21750000000006
