EV,Waiting_time,Charging_time,Total,Reward
0,0.0,0.3812499999999997,3.111249999999999,-3.111249999999999
1,0.0,0.1875,3.0675,-3.0675
2,0.0,0.6562500000000002,3.38625,-3.38625
<<<<<<< HEAD
3,0.0,0.2875000000000001,3.1675000000000004,-3.1675000000000004
4,0.0,0.5062499999999996,3.236249999999999,-3.236249999999999
5,0.0,0.33125000000000016,3.06125,-3.06125
6,0,0.8312499999999999,3.5612499999999994,-3.5612499999999994
7,0.0,0.26874999999999993,3.13875,-3.13875
8,0,0.5875000000000001,3.4675000000000002,-3.4675000000000002
9,0.0,0.2187499999999999,3.08875,-3.08875
10,0,1.0125,3.8925,-3.8925
11,0.0,0.5875000000000001,3.4675000000000002,-3.4675000000000002
12,0.0,0.78125,3.5112499999999995,-3.5112499999999995
13,0.0,0.7687499999999998,3.4987499999999994,-3.4987499999999994
14,0.0,0.5562500000000002,3.28625,-3.28625
15,0,0.15000000000000013,2.88,-2.88
16,0.0,0.5874999999999997,3.4675000000000002,-3.4675000000000002
17,0.0,0.4687499999999999,3.1987499999999995,-3.1987499999999995
18,0.027499999999999747,0.5374999999999998,3.4449999999999994,-3.4449999999999994
19,0,0.33125000000000016,3.06125,-3.06125
20,0,0.3250000000000002,3.0549999999999997,-3.0549999999999997
21,0.07125000000000001,0.4062500000000002,3.2075,-3.2075
22,0,0,2.7299999999999995,-2.7299999999999995
23,0,0.8312499999999999,3.5612499999999994,-3.5612499999999994
24,0,0.6562499999999999,3.3862499999999995,-3.3862499999999995
25,0.0,0.6124999999999998,3.4924999999999997,-3.4924999999999997
26,0.031249999999999334,0.43125,3.192499999999999,-3.192499999999999
27,0.0,0.4374999999999998,3.3175,-3.3175
28,0.0,0.6562500000000002,3.38625,-3.38625
29,0.0,1.0062499999999996,3.736249999999999,-3.736249999999999
=======
3,0.0,0.23125000000000007,2.9612499999999997,-2.9612499999999997
4,0.0,0.5062499999999996,3.236249999999999,-3.236249999999999
5,0.0,0.43125000000000036,3.311250000000001,-3.311250000000001
6,0,0.7625000000000001,3.6425,-3.6425
7,0,0.20625000000000004,2.93625,-2.93625
8,0,0.53125,3.2612499999999995,-3.2612499999999995
9,0.0,0.1937500000000002,2.9237499999999996,-2.9237499999999996
10,0.0,0.95625,3.6862499999999994,-3.6862499999999994
11,0.0,0.5312500000000002,3.2612499999999995,-3.2612499999999995
12,0.0,0.8374999999999998,3.7175000000000002,-3.7175000000000002
13,0.0,0.9124999999999998,3.7925000000000004,-3.7925000000000004
14,0.0,0.7375,3.6175000000000006,-3.6175000000000006
15,0.0,0.15625000000000022,3.0262500000000006,-3.0262500000000006
16,0.0,0.44374999999999987,3.1737499999999996,-3.1737499999999996
17,0,0.43124999999999974,3.1612499999999994,-3.1612499999999994
18,0,0.48124999999999973,3.2112499999999993,-3.2112499999999993
19,0.0,0.30000000000000027,3.0300000000000002,-3.0300000000000002
20,0.05124999999999967,0.3562500000000002,3.1374999999999993,-3.1374999999999993
21,0,0.5062500000000003,3.3762500000000006,-3.3762500000000006
22,0,0,2.7299999999999995,-2.7299999999999995
23,0.03374999999999973,0.8312499999999998,3.594999999999999,-3.594999999999999
24,0.0,0.8374999999999995,3.7174999999999994,-3.7174999999999994
25,0.0862499999999995,0.5562499999999997,3.372499999999999,-3.372499999999999
26,0.0,0.6124999999999998,3.4924999999999997,-3.4924999999999997
27,0,0.38124999999999964,3.111249999999999,-3.111249999999999
28,0.0,0.7124999999999999,3.5925000000000002,-3.5925000000000002
29,0.0,1.0062499999999992,3.736249999999999,-3.736249999999999
>>>>>>> 8ce6d8f0c6ed187a6fd0eaae6b43825b53f771a7
