Wall time,Step,Value
1741597318.7074776,4,-217.94833374023438
1741597320.4588041,4,-210.19041442871094
1741597347.6908035,6,-198.85708618164062
1741597372.3247747,8,-219.97500610351562
1741597431.8206112,14,-165.16000366210938
1741597436.462231,14,-161.40625
1741597484.069995,20,-165.2070770263672
1741597486.1754553,20,-142.18875122070312
1741597502.2666318,22,-153.5066680908203
1741597514.1027427,23,-149.14166259765625
1741597539.7690256,26,-159.76791381835938
1741597540.693931,26,-164.42333984375
1741597547.229818,27,-138.9562530517578
1741597632.0341418,36,-135.5520782470703
1741597661.9685996,39,-173.83082580566406
1741597671.2247162,40,-156.7566680908203
1741597710.2752192,45,-133.73500061035156
1741597727.2725067,47,-147.97500610351562
1741597739.5393202,49,-142.45750427246094
1741597742.3000834,49,-143.50291442871094
1741597773.5190268,53,-147.7866668701172
1741597781.5402768,54,-131.32374572753906
1741597797.0403166,56,-134.6679229736328
1741597825.9735506,60,-120.95291900634766
1741597833.1277492,61,-135.09707641601562
1741597871.0307865,65,-128.1770782470703
1741597879.9792075,66,-140.3683319091797
1741597891.1142945,67,-127.59583282470703
1741597896.721669,68,-127.19000244140625
1741597914.6497636,70,-129.67208862304688
1741597981.9737308,79,-137.0820770263672
1741597997.8996773,81,-132.89874267578125
1741598025.7884321,85,-120.67749786376953
1741598057.251803,89,-162.28208923339844
1741598085.5920217,93,-118.6449966430664
1741598139.9562135,99,-139.3191680908203
1741598193.8186486,106,-109.58499908447266
1741598226.201815,110,-118.03583526611328
1741598227.3201213,110,-148.4199981689453
1741598238.539892,112,-120.24958038330078
1741598239.892367,112,-114.67292022705078
1741598269.5283465,116,-108.60416412353516
1741598275.0916293,117,-114.17333221435547
1741598299.9558172,120,-110.11583709716797
1741598319.8797004,123,-110.8066635131836
1741598359.1539047,127,-123.33541870117188
1741598381.2842433,130,-109.26499938964844
1741598391.389597,131,-118.11333465576172
1741598405.5342605,133,-116.50041961669922
1741598436.599278,137,-116.57125091552734
1741598466.803193,141,-110.49083709716797
1741598479.4012375,143,-116.90083312988281
1741598485.7212818,144,-111.9124984741211
1741598494.428046,145,-108.5816650390625
1741598495.4880052,145,-107.80958557128906
1741598523.4166586,149,-119.7629165649414
1741598561.3755417,154,-121.12000274658203
1741598568.1416714,155,-117.211669921875
1741598577.2002425,156,-113.88749694824219
1741598578.6059322,156,-107.26667022705078
1741598585.9222202,157,-106.41291809082031
1741598613.3654745,160,-111.25458526611328
1741598626.6393213,162,-109.15916442871094
1741598634.6678214,163,-122.9191665649414
1741598667.4679906,167,-116.54125213623047
1741598688.7709794,170,-136.5429229736328
1741598724.9313548,175,-105.77791595458984
1741598781.5576682,183,-107.78291320800781
1741598788.829098,184,-104.07917022705078
1741598805.9944263,186,-109.24041748046875
1741598811.5668876,187,-111.1504135131836
1741598826.334777,189,-105.7691650390625
1741598828.6359463,189,-116.54291534423828
1741598862.5257328,193,-110.086669921875
1741598870.598787,194,-104.9316635131836
1741598895.156892,197,-106.40666961669922
1741598915.813691,200,-108.03916931152344
1741598916.1228092,200,-137.75083923339844
1741598944.3405902,204,-111.18416595458984
1741598953.273136,205,-105.6995849609375
1741598953.9628284,205,-110.149169921875
1741598958.7403626,206,-105.54458618164062
1741598973.8614342,208,-110.01541900634766
1741598974.2391763,208,-108.56541442871094
1741598981.5150523,209,-106.10541534423828
1741598983.2252913,209,-112.6379165649414
1741599002.5399795,212,-111.20458221435547
1741599010.7727857,213,-110.88999938964844
1741599012.9281197,213,-109.6816635131836
1741599099.7486854,224,-107.77791595458984
1741599139.803429,229,-105.57166290283203
1741599168.399221,233,-104.09166717529297
1741599233.0700374,242,-108.74666595458984
1741599275.402235,248,-104.37541961669922
1741599300.3148584,251,-103.07166290283203
1741599318.9218144,254,-108.64624786376953
1741599320.011169,254,-105.18541717529297
1741599362.4706037,259,-104.17916870117188
1741599404.0422604,264,-106.58291625976562
1741599425.1962051,267,-105.55166625976562
1741599445.9837854,270,-105.48041534423828
1741599453.8302016,271,-112.5754165649414
1741599454.509928,271,-104.7941665649414
1741599454.8308535,271,-104.44416809082031
1741599490.2384017,276,-103.82291412353516
1741599601.1342878,291,-106.81916809082031
1741599679.145908,301,-103.25916290283203
1741599688.162084,302,-103.05916595458984
1741599688.876694,302,-103.367919921875
1741599717.9540684,306,-104.11166381835938
1741599752.4512792,311,-107.04041290283203
1741599760.5371943,312,-107.12791442871094
1741599793.5534556,317,-103.95417022705078
1741599803.6875882,318,-108.15875244140625
1741599809.0325427,319,-103.11541748046875
1741599880.5034468,328,-103.50791931152344
1741599898.1547735,330,-103.28291320800781
1741599919.2222233,333,-107.41291809082031
1741599948.5486405,337,-103.21666717529297
1741599985.3153117,342,-103.34166717529297
1741600043.4904027,350,-103.56416320800781
1741600048.698867,351,-103.336669921875
1741600062.9587123,353,-103.79166412353516
1741600064.6295667,353,-103.43416595458984
1741600114.742431,359,-104.02291870117188
1741600123.430305,360,-107.4679183959961
1741600124.1578696,360,-103.34166717529297
1741600177.3323648,367,-103.45541381835938
1741600232.3363023,375,-104.0254135131836
