Wall time,Step,Value
1740811297.3222632,3,-129.5449981689453
1740811298.1663184,3,-126.74500274658203
1740811310.484047,5,-118.69125366210938
1740811319.617231,6,-115.62999725341797
1740811346.4341424,11,-115.2612533569336
1740811349.0654628,11,-111.84124755859375
1740811374.326294,16,-116.22374725341797
1740811377.162206,17,-111.625
1740811386.0068521,19,-114.4175033569336
1740811392.7448237,20,-109.58374786376953
1740811410.5033302,24,-109.54374694824219
1740811411.0928555,24,-107.95375061035156
1740811415.5831308,25,-109.02124786376953
1740811501.7053835,35,-108.60624694824219
1740811521.347183,38,-108.7612533569336
1740811530.3086786,40,-111.06375122070312
1740811571.5027392,46,-108.99124908447266
1740811585.304847,49,-111.01249694824219
1740811591.8376858,50,-108.00499725341797
1740811596.8560145,51,-117.22624969482422
1740811620.1259542,56,-107.80000305175781
1740811628.2786322,57,-111.71125030517578
1740811636.5100107,59,-110.10874938964844
1740811642.446249,60,-107.09375
1740811667.128458,64,-107.22250366210938
1740811676.040163,65,-107.92874908447266
1740811723.6939278,70,-107.12249755859375
1740811731.5024438,71,-107.45874786376953
1740811732.0077531,71,-109.87999725341797
1740811739.3981824,73,-108.26499938964844
1740811741.6542761,73,-110.96875
1740811758.1120508,76,-110.38874816894531
1740811819.3936527,87,-109.59500122070312
1740811831.758299,90,-109.1937484741211
1740811832.0612853,90,-108.03874969482422
1740811835.4355333,91,-107.42500305175781
1740811848.019243,94,-107.4574966430664
1740811852.2296965,95,-108.53874969482422
1740811875.6739776,100,-108.24749755859375
1740811876.4921863,100,-108.26374816894531
1740811889.0115962,103,-109.38874816894531
1740811893.4528673,104,-108.1875
1740811921.61467,110,-107.79624938964844
1740811931.986076,112,-108.07749938964844
1740812003.7475474,121,-108.70249938964844
1740812028.127976,126,-107.6937484741211
1740812029.0420969,126,-108.11499786376953
1740812036.8682165,128,-107.08125305175781
1740812038.102317,128,-107.68374633789062
1740812061.0632198,133,-107.50749969482422
1740812064.823772,134,-107.77999877929688
1740812074.870763,136,-107.47875213623047
1740812079.933037,137,-108.32749938964844
1740812084.287615,138,-107.8499984741211
1740812099.3921115,142,-108.36250305175781
1740812109.707543,144,-108.83999633789062
1740812124.775816,148,-109.94625091552734
1740812139.1238477,151,-108.39250183105469
1740812145.9852931,152,-107.8012466430664
1740812154.3553367,154,-107.61125183105469
1740812164.3986332,156,-108.6675033569336
1740812182.5784316,160,-108.27874755859375
1740812228.5966523,165,-108.58499908447266
1740812244.3580117,167,-109.13500213623047
1740812252.2370894,168,-108.95375061035156
1740812259.463341,170,-107.62999725341797
1740812260.1163175,170,-107.78624725341797
1740812260.9405906,170,-108.0
1740812282.8627293,175,-107.8375015258789
1740812313.473923,182,-109.23500061035156
1740812317.8318565,183,-108.3012466430664
1740812323.1607502,184,-108.07749938964844
1740812324.0138955,184,-108.3062515258789
1740812327.8886058,185,-108.04875183105469
1740812345.8392074,189,-107.70999908447266
1740812353.8053443,191,-109.13874816894531
1740812358.8678284,192,-108.94625091552734
1740812382.7556145,198,-108.86499786376953
1740812397.538395,201,-107.99250030517578
1740812415.3390117,205,-108.8812484741211
1740812425.6564443,208,-109.81625366210938
1740812473.0015843,217,-108.13375091552734
1740812484.310615,218,-107.76625061035156
1740812499.673362,220,-108.11624908447266
1740812515.449467,222,-107.68374633789062
1740812518.4577625,222,-107.51374816894531
1740812519.100611,222,-109.53250122070312
1740812534.9415286,225,-107.86750030517578
1740812536.308953,225,-109.29624938964844
1740812559.5416565,230,-107.9262466430664
1740812564.981617,231,-108.22624969482422
1740812582.8406987,235,-108.3375015258789
1740812598.3756895,238,-108.46624755859375
1740812598.664723,238,-108.48374938964844
1740812600.8677928,239,-108.32875061035156
1740812620.049394,243,-108.08374786376953
1740812628.1282032,245,-108.14749908447266
1740812628.7062693,245,-107.85624694824219
1740812631.657008,246,-108.31375122070312
1740812641.860443,248,-107.85874938964844
1740812642.179376,248,-108.54750061035156
1740812646.4446697,249,-109.2699966430664
1740812648.5431364,250,-107.95124816894531
1740812649.9330692,250,-108.40249633789062
1740812663.3202388,253,-109.5737533569336
1740812670.67845,255,-108.23249816894531
1740812672.4116476,255,-108.98500061035156
1740812732.7739456,269,-108.62750244140625
1740812778.386182,274,-108.78500366210938
1740812792.2290366,276,-109.21125030517578
1740812811.449951,279,-108.09249877929688
1740812865.7054198,291,-107.75125122070312
1740812899.1354692,298,-107.97250366210938
1740812921.8452735,303,-107.94999694824219
1740812936.732947,306,-107.94999694824219
1740812937.6134849,306,-108.35624694824219
1740812968.4459465,312,-108.32875061035156
1740813023.4660265,318,-107.84750366210938
1740813041.1626258,322,-136.3574981689453
1740813058.5123708,326,-107.97000122070312
1740813064.5130591,327,-107.50875091552734
1740813065.143004,327,-108.37249755859375
1740813067.1504211,328,-108.18875122070312
1740813093.8586164,334,-110.65249633789062
1740813126.4556608,341,-107.96749877929688
1740813142.1440449,345,-107.5374984741211
1740813161.0144176,349,-108.03375244140625
1740813178.1244786,353,-108.75
1740813266.819662,366,-107.85250091552734
1740813275.9183536,368,-108.26374816894531
1740813276.533974,368,-108.22624969482422
1740813300.388895,373,-107.88249969482422
1740813328.0524323,379,-108.28500366210938
1740813335.62928,381,-107.76374816894531
1740813358.5703223,386,-108.79000091552734
1740813369.488519,389,-108.03874969482422
1740813370.8945117,389,-108.19750213623047
1740813371.4945042,389,-108.16625213623047
1740813392.0934343,394,-107.8237533569336
1740813421.978625,401,-108.66625213623047
1740813434.6067781,404,-108.15750122070312
1740813449.3644812,407,-108.66874694824219
1740813487.364608,413,-108.66625213623047
1740813538.543701,420,-109.47624969482422
