Wall time,Step,Value
1739953676.000517,2,-201.78334045410156
1739953677.5503294,2,-206.4045867919922
1739953700.0139835,3,-199.7375030517578
1739953714.5555997,3,-191.5558319091797
1739953776.0813632,6,-181.28875732421875
1739953824.771244,8,-163.1266632080078
1739953827.6535966,8,-166.7412567138672
1739953846.4823122,9,-172.5329132080078
1739953857.6045253,9,-163.55999755859375
1739953889.5128663,11,-161.29624938964844
1739953890.6480665,11,-147.34791564941406
1739953895.2398155,11,-159.81375122070312
1739954023.5456207,17,-138.1879119873047
1739954072.2815409,19,-144.58375549316406
1739954104.7439475,20,-139.2291717529297
1739954108.6185436,20,-140.5195770263672
1739954150.1316028,22,-138.59249877929688
1739954165.4368553,23,-129.70333862304688
1739954218.9144447,25,-137.28208923339844
1739954223.8625147,25,-133.52874755859375
1739954281.621702,28,-134.29541015625
1739954298.878466,29,-137.6495819091797
1739954302.784404,29,-144.11207580566406
1739954325.817171,30,-141.11917114257812
1739954448.771695,36,-130.9270782470703
1739954489.000862,38,-160.95875549316406
1739954533.6141503,40,-133.35292053222656
1739954563.4547827,41,-127.06500244140625
1739954637.25169,45,-128.72125244140625
1739954709.0169618,48,-131.44125366210938
1739954756.7508209,50,-140.49790954589844
1739954758.529955,50,-126.65249633789062
1739954774.31132,51,-124.58541870117188
1739954776.6405249,51,-122.117919921875
1739954821.4629757,53,-136.98500061035156
1739954832.8332438,54,-139.6566619873047
1739954872.9554486,56,-118.53500366210938
1739954898.5234616,57,-129.26708984375
1739954980.7637937,61,-126.73625183105469
1739955007.4089496,62,-131.27333068847656
1739955110.4947734,67,-145.3945770263672
1739955157.1962595,70,-124.56500244140625
1739955159.1387577,70,-121.55500030517578
1739955259.2650871,75,-130.0675048828125
1739955286.4229748,76,-115.84750366210938
1739955326.008134,78,-111.94416809082031
1739955358.2512703,80,-121.30291748046875
1739955441.8862205,84,-117.70999908447266
1739955498.6643732,87,-121.81583404541016
1739955588.9957473,92,-109.85791778564453
1739955595.8402898,92,-128.069580078125
1739955629.6178474,94,-124.9312515258789
1739955654.5394142,95,-127.49833679199219
1739955702.2726724,98,-123.68208312988281
1739955780.0527093,102,-113.3637466430664
1739955822.7441475,104,-118.08208465576172
1739955839.7015743,105,-121.29792022705078
1739955840.8924549,105,-109.22374725341797
1739955843.9911065,105,-112.35749816894531
1739955866.2585475,106,-126.62041473388672
1739955866.92632,106,-115.44541931152344
1739955881.1222801,107,-114.53291320800781
1739955883.8989866,107,-109.0995864868164
1739955915.4282923,109,-115.9191665649414
1739956057.7007828,116,-118.24250030517578
1739956112.2885556,119,-111.81749725341797
1739956328.8371685,130,-113.40750122070312
1739956399.5936472,134,-107.1875
1739956401.5802536,134,-107.2562484741211
1739956518.086507,140,-124.78250122070312
1739956580.9526381,143,-114.00875091552734
1739956597.3338025,144,-103.61000061035156
1739956597.8520675,144,-105.37000274658203
1739956654.2373185,147,-111.54582977294922
1739956821.664757,156,-113.75749969482422
1739956953.6352851,163,-107.86750030517578
1739956954.7247689,163,-105.1312484741211
1739957004.8324535,166,-112.79000091552734
1739957067.8384113,169,-105.03500366210938
1739957138.9721098,173,-105.22875213623047
1739957142.783189,173,-113.31124877929688
1739957241.5720453,178,-113.71499633789062
1739957271.9176366,180,-103.13249969482422
1739957347.452124,184,-108.35624694824219
1739957404.2498708,187,-111.2562484741211
1739957497.1758163,192,-108.4937515258789
1739957531.3357294,194,-114.20874786376953
1739957612.2438428,198,-103.4625015258789
1739957689.060174,202,-105.1762466430664
1739957780.140069,207,-132.89874267578125
1739957797.2925415,208,-107.53624725341797
1739957816.3974814,209,-108.48750305175781
1739957947.0022986,216,-103.59625244140625
1739957949.4626174,216,-110.35541534423828
1739957955.175884,216,-139.10374450683594
1739958066.039013,222,-115.04000091552734
1739958082.3146026,223,-109.19999694824219
1739958118.7238445,225,-104.4749984741211
1739958165.4221377,227,-103.91000366210938
1739958240.629755,231,-103.72125244140625
1739958317.4870343,235,-114.25
1739958318.692998,235,-109.1500015258789
1739958373.3242729,238,-104.43875122070312
1739958397.398312,239,-104.45500183105469
1739958600.8921056,250,-109.70249938964844
1739958616.0686655,251,-114.72875213623047
1739958675.1801884,254,-109.13999938964844
1739958795.7629473,260,-133.87875366210938
1739958923.156941,267,-105.17124938964844
1739958963.7373106,269,-104.1362533569336
1739959045.5270848,273,-103.8862533569336
1739959100.7473938,276,-113.87249755859375
1739959105.0389526,276,-110.74624633789062
1739959141.2630134,278,-102.87625122070312
1739959226.533056,283,-106.77375030517578
