action
20.0
20.0
20.0
4.0
14.0
0.0
8.0
6.0
20.0
20.0
14.0
14.0
14.0
3.0
3.0
20.0
3.0
20.0
14.0
20.0
4.0
0.0
10.0
20.0
11.0
12.0
3.0
12.0
20.0
14.0
8.0
20.0
20.0
11.0
20.0
12.0
20.0
18.0
13.0
14.0
20.0
3.0
5.0
20.0
11.0
6.0
4.0
17.0
19.0
13.0
0.0
18.0
20.0
20.0
6.0
19.0
20.0
20.0
2.0
17.0
2.0
7.0
4.0
12.0
20.0
17.0
20.0
20.0
20.0
20.0
19.0
15.0
20.0
9.0
20.0
10.0
15.0
20.0
20.0
4.0
11.0
20.0
13.0
20.0
20.0
20.0
4.0
7.0
20.0
15.0
17.0
20.0
3.0
20.0
20.0
2.0
3.0
16.0
20.0
1.0
6.0
13.0
16.0
13.0
1.0
7.0
20.0
0.0
1.0
17.0
20.0
1.0
20.0
11.0
20.0
20.0
20.0
20.0
11.0
18.0
10.0
20.0
19.0
20.0
16.0
12.0
6.0
20.0
13.0
4.0
11.0
9.0
17.0
20.0
16.0
0.0
1.0
7.0
17.0
14.0
14.0
10.0
13.0
13.0
14.0
3.0
20.0
5.0
15.0
18.0
13.0
20.0
13.0
0.0
20.0
20.0
9.0
2.0
20.0
12.0
2.0
20.0
0.0
13.0
10.0
8.0
13.0
0.0
20.0
15.0
3.0
19.0
20.0
0.0
20.0
9.0
14.0
20.0
15.0
9.0
6.0
20.0
9.0
20.0
20.0
2.0
13.0
20.0
18.0
5.0
4.0
1.0
20.0
20.0
9.0
20.0
4.0
17.0
15.0
20.0
20.0
15.0
20.0
20.0
10.0
2.0
20.0
17.0
3.0
9.0
2.0
20.0
20.0
6.0
2.0
8.0
20.0
8.0
20.0
16.0
9.0
3.0
2.0
0.0
13.0
16.0
20.0
13.0
9.0
20.0
5.0
19.0
8.0
4.0
1.0
20.0
20.0
20.0
16.0
16.0
20.0
2.0
20.0
7.0
3.0
20.0
19.0
20.0
20.0
13.0
14.0
19.0
20.0
20.0
18.0
20.0
12.0
5.0
20.0
11.0
0.0
16.0
7.0
20.0
17.0
19.0
9.0
9.0
20.0
4.0
1.0
0.0
9.0
18.0
4.0
5.0
4.0
20.0
20.0
4.0
6.0
2.0
20.0
11.0
20.0
20.0
13.0
20.0
8.0
17.0
10.0
20.0
5.0
0.0
0.0
3.0
14.0
5.0
19.0
13.0
19.0
4.0
16.0
2.0
13.0
1.0
4.0
3.0
1.0
7.0
15.0
16.0
5.0
14.0
20.0
3.0
14.0
20.0
16.0
15.0
19.0
2.0
20.0
17.0
19.0
15.0
1.0
20.0
17.0
0.0
1.0
20.0
20.0
13.0
4.0
6.0
6.0
20.0
6.0
20.0
6.0
4.0
20.0
11.0
20.0
2.0
18.0
20.0
20.0
19.0
0.0
3.0
18.0
20.0
19.0
20.0
19.0
4.0
1.0
3.0
3.0
5.0
7.0
9.0
16.0
20.0
9.0
12.0
20.0
8.0
8.0
9.0
6.0
0.0
17.0
20.0
6.0
20.0
12.0
19.0
17.0
20.0
18.0
20.0
3.0
11.0
20.0
20.0
20.0
17.0
1.0
12.0
20.0
20.0
7.0
15.0
20.0
20.0
6.0
20.0
20.0
16.0
14.0
20.0
12.0
20.0
20.0
20.0
3.0
20.0
12.0
4.0
9.0
20.0
20.0
20.0
6.0
12.0
20.0
20.0
9.0
10.0
15.0
14.0
6.0
20.0
20.0
3.0
14.0
20.0
20.0
18.0
19.0
7.0
20.0
20.0
20.0
20.0
1.0
20.0
0.0
5.0
1.0
9.0
6.0
13.0
14.0
20.0
2.0
20.0
15.0
1.0
20.0
11.0
15.0
20.0
11.0
19.0
20.0
0.0
18.0
7.0
20.0
20.0
20.0
6.0
12.0
20.0
20.0
20.0
5.0
20.0
12.0
20.0
20.0
5.0
8.0
6.0
20.0
3.0
8.0
5.0
13.0
10.0
8.0
18.0
3.0
20.0
6.0
20.0
20.0
1.0
14.0
2.0
20.0
4.0
8.0
16.0
11.0
20.0
20.0
9.0
16.0
5.0
6.0
2.0
8.0
16.0
20.0
20.0
17.0
0.0
17.0
9.0
7.0
5.0
20.0
20.0
